show_id,event_id,event_venue_id,show_date,start_time,price,total_seats,available_seats,show_publicly
1003168,1001551,1003479,2017-05-23,00:51:36,814,289,283,t
1003170,1003953,1004515,2017-09-02,06:42:01,368,26,11,f
1003174,1003986,1002662,2022-09-10,09:32:57,41,417,406,t
1003176,1003743,1000599,2017-10-19,14:22:11,521,384,377,t
1003177,1003108,1003429,2020-05-15,23:23:27,744,17,9,t
1003178,1001600,1002759,2020-04-30,07:36:42,65,82,70,t
1003179,1004981,1001208,2022-04-03,23:26:09,507,420,,t
1003180,1003526,1001531,2019-02-24,18:24:25,229,140,132,f
1003181,1000159,1000022,2021-11-27,05:22:57,627,26,24,f
1003182,1000727,1000281,2022-08-07,17:21:56,292,200,,f
1003183,1004121,1003165,2020-09-05,12:55:30,952,19,18,t
1003184,1003547,1002597,2019-01-26,10:06:53,335,164,,f
1003185,1002302,1002407,2021-08-25,00:02:51,304,166,154,t
1003187,1004499,1001811,2018-07-17,22:05:46,603,95,82,f
1003188,1004638,1002357,2020-09-04,11:36:13,825,18,-2,f
1003189,1002314,1002735,2022-02-04,06:32:49,380,345,332,t
1003190,1001625,1004344,2021-10-01,11:01:21,482,323,315,t
1003192,1000478,1000056,2022-07-13,22:46:26,479,296,290,t
1003193,1002620,1004314,2021-06-13,19:11:07,947,117,108,t
1003196,1004587,1001728,2021-11-30,03:37:05,869,131,119,t
1003199,1000346,1004753,2019-02-21,17:54:50,983,159,,f
1003200,1004889,1001449,2017-07-30,14:58:46,567,38,25,f
1003201,1004908,1004955,2022-04-17,15:49:36,912,49,,t
1003202,1000575,1001262,2020-04-02,21:42:24,632,450,,t
1003206,1004939,1000460,2019-01-11,03:37:33,542,185,,f
1003207,1002009,1001573,2021-07-05,11:43:16,810,156,,t
1003208,1001858,1002929,2019-04-18,22:01:35,312,247,243,f
1003211,1002553,1004767,2022-03-05,06:06:13,947,23,14,t
1003212,1003184,1002259,2020-04-15,05:50:32,715,455,,t
1003213,1004816,1000717,2022-08-08,00:12:11,697,461,450,t
1003214,1003436,1004515,2022-07-31,18:49:41,683,397,388,t
1003216,1001115,1003399,2020-07-16,06:07:11,241,481,,t
1003219,1003787,1000599,2017-11-22,08:25:52,17,347,,t
1003227,1004942,1004071,2021-07-02,02:27:21,176,310,301,f
1003228,1002444,1004358,2017-05-01,20:04:25,981,478,475,t
1003229,1004795,1001917,2018-01-09,11:40:46,245,185,176,f
1003230,1003912,1000248,2021-07-02,17:12:21,628,96,,t
1003233,1000901,1004168,2020-03-31,13:38:42,282,99,91,f
1003250,1000665,1002299,2022-03-23,06:14:01,693,232,230,t
1003253,1000099,1003614,2019-03-09,21:38:40,304,353,351,f
1003254,1002389,1001948,2020-08-08,02:33:23,898,217,213,t
1003256,1002199,1001958,2018-10-19,15:23:22,918,57,55,t
1003259,1003981,1003503,2018-02-16,16:19:12,609,196,192,f
1003261,1000330,1003030,2019-05-14,01:14:23,731,55,,t
1003264,1004621,1003676,2019-06-07,05:14:32,385,307,300,f
1003265,1001568,1001374,2021-05-11,17:46:13,95,325,317,f
1003268,1001485,1003512,2021-04-23,04:09:04,198,370,,f
1003271,1004359,1001211,2022-03-28,14:14:48,934,380,372,f
1003273,1003048,1004696,2017-08-02,21:44:04,341,260,249,f
1003274,1001698,1003697,2020-06-25,23:44:05,669,20,-1,f
1003277,1004520,1000567,2020-06-14,14:22:16,527,83,81,f
1003280,1004638,1003184,2022-01-06,20:13:28,918,407,403,f
1003281,1000119,1001866,2018-03-24,23:41:00,232,453,,t
1003283,1000007,1004094,2021-08-17,15:47:05,372,315,,t
1003289,1001065,1000023,2020-06-23,18:12:10,443,481,475,f
1003297,1004439,1001593,2020-05-06,23:57:24,984,339,333,t
1003299,1000013,1000460,2020-06-21,01:30:58,346,496,485,f
1003302,1002564,1003366,2019-10-20,22:16:57,782,212,205,t
1003303,1003052,1002506,2019-09-26,17:08:30,191,63,57,t
1003308,1004102,1000078,2018-12-18,22:44:01,184,195,187,f
1003313,1003005,1004988,2019-10-21,17:31:58,481,99,,f
1003314,1001627,1001562,2019-11-19,15:21:46,94,47,,f
1003319,1003143,1001970,2017-05-03,03:23:01,466,495,,t
1003323,1003419,1001051,2020-03-01,22:31:33,828,387,,f
1003326,1000873,1004212,2019-10-05,06:07:24,432,234,231,f
1003328,1004524,1002132,2020-01-06,12:47:49,120,403,381,f
1003329,1000556,1004024,2018-11-13,22:25:46,167,256,246,f
1003333,1001064,1003897,2019-09-13,00:41:27,282,30,,f
1003336,1003934,1000087,2019-02-28,06:01:59,747,218,214,t
1003337,1003289,1002682,2020-10-22,12:32:04,574,305,,t
1003339,1002317,1003413,2022-02-28,06:29:11,283,489,483,t
1003340,1002613,1002901,2021-12-12,10:35:27,319,282,267,t
1003341,1002495,1003083,2022-05-20,16:19:43,369,28,,t
1003342,1001929,1002465,2021-05-15,00:51:20,511,104,100,f
1003344,1003950,1004802,2021-08-20,13:00:27,734,289,285,f
1003346,1004783,1000769,2022-05-28,15:34:41,630,364,355,f
1003347,1000901,1000751,2020-07-09,22:30:28,751,467,457,f
1003350,1001606,1001525,2020-12-16,10:33:20,812,100,,f
1003353,1000637,1004551,2022-07-05,18:14:16,396,412,398,f
1003356,1003961,1001274,2021-01-15,19:10:50,867,459,438,t
1003357,1002324,1004388,2018-01-04,03:36:25,425,56,47,f
1003358,1003117,1000371,2022-03-03,04:50:57,195,157,142,f
1003359,1001099,1000667,2019-12-06,00:12:36,598,401,396,t
1003360,1004113,1001206,2019-12-18,23:31:57,894,72,,t
1003361,1001156,1003457,2017-06-24,18:15:09,225,49,39,t
1003362,1003318,1002849,2021-05-13,01:26:50,930,95,,t
1003367,1003617,1002447,2017-10-11,02:59:41,478,229,,t
1003369,1003145,1003171,2020-04-17,12:04:54,695,394,378,t
1003371,1002312,1000382,2022-07-08,10:54:47,353,440,,t
1003372,1003040,1000759,2016-12-10,08:52:33,801,105,,f
1003373,1004943,1000733,2022-05-29,17:38:47,761,37,31,t
1003375,1002234,1002676,2021-12-02,07:27:18,449,180,176,t
1003383,1004855,1001515,2020-04-19,15:11:22,934,214,211,f
1003384,1000623,1004864,2019-12-31,15:48:21,704,202,194,f
1003387,1004011,1000578,2022-03-24,13:22:57,796,112,,t
1003388,1002299,1000939,2019-09-09,10:29:21,79,302,286,f
1003390,1002283,1002472,2019-12-11,01:53:36,127,234,211,f
1003391,1002956,1000935,2016-06-08,06:56:24,649,412,,f
1003392,1004133,1001189,2021-11-20,05:31:37,105,298,,t
1003393,1003048,1000298,2017-05-13,13:27:12,364,124,111,f
1003395,1004106,1004278,2019-05-15,19:04:15,710,66,61,t
1003398,1002807,1004088,2020-01-16,11:39:17,442,444,434,t
1003403,1004941,1002391,2021-07-08,16:17:10,508,375,370,f
1003405,1002525,1001847,2021-12-14,22:34:07,668,476,456,f
1003413,1003848,1001980,2021-02-11,08:29:52,276,74,,f
1003418,1004335,1000169,2021-04-24,18:58:54,342,70,,f
1003420,1001931,1000140,2017-10-05,21:22:18,546,182,176,t
1003421,1001387,1002602,2020-10-10,22:44:52,146,87,85,t
1003422,1004031,1003913,2019-01-17,06:05:40,942,313,292,f
1003423,1000097,1000758,2021-11-27,13:39:14,624,495,491,f
1003428,1001875,1002266,2021-06-30,16:35:14,540,26,,f
1003430,1003558,1003933,2020-08-25,18:14:03,775,32,,t
1003434,1003162,1004643,2021-04-04,01:35:39,443,312,309,t
1003435,1001496,1000994,2018-07-07,21:12:45,645,390,383,t
1003440,1001253,1004486,2022-11-15,21:18:11,258,482,,t
1003441,1002385,1000836,2019-02-15,11:07:12,164,163,,t
1003442,1003570,1001870,2021-03-24,23:19:33,11,277,,f
1003444,1004031,1000325,2019-08-01,12:21:02,317,331,322,t
1003445,1000692,1002684,2021-12-11,09:12:23,819,309,292,t
1003447,1000552,1000380,2021-09-13,11:46:30,594,358,347,t
1003448,1001414,1002452,2022-10-18,04:10:44,870,338,331,f
1003452,1000999,1000133,2021-01-30,10:05:54,318,322,302,f
1003455,1003664,1002809,2021-01-09,20:18:01,440,227,219,f
1003458,1000963,1001371,2021-09-06,08:27:38,978,103,,f
1003459,1001365,1000662,2022-08-15,19:58:10,389,272,270,f
1003460,1003138,1000551,2019-12-13,10:04:28,835,476,467,t
1003462,1004344,1000481,2017-06-23,05:54:03,488,164,160,f
1003463,1003840,1001169,2020-08-26,00:40:04,984,327,321,f
1003466,1001823,1002030,2022-02-18,08:55:46,435,141,128,t
1003468,1002840,1002829,2021-09-08,23:06:44,814,495,486,f
1003469,1004493,1000392,2016-11-24,07:22:26,927,349,347,t
1003471,1001735,1004035,2022-05-26,13:40:22,878,500,495,t
1003472,1004770,1000342,2018-04-16,17:54:43,61,84,68,f
1003476,1002134,1003102,2021-09-23,23:53:08,108,464,459,f
1003477,1001913,1004848,2021-12-03,01:21:53,279,309,,t
1003478,1004772,1001378,2020-05-18,13:20:40,335,301,291,t
1003479,1004006,1001306,2018-11-16,09:03:32,446,404,,f
1003485,1001074,1000035,2022-10-30,06:55:30,945,242,233,t
1003486,1002187,1001774,2021-02-22,18:18:07,77,66,,t
1003487,1004205,1004525,2022-03-26,20:16:41,410,284,277,t
1003488,1000748,1000476,2022-02-06,06:13:29,359,440,417,f
1003493,1004587,1000023,2022-03-09,08:53:12,725,397,381,f
1003496,1000910,1000077,2016-10-12,06:31:19,878,493,483,t
1003498,1000008,1001988,2022-06-08,06:34:11,622,120,,t
1003503,1002349,1000937,2022-01-25,05:25:04,79,289,,t
1003504,1001668,1001043,2018-01-06,05:31:10,80,291,,f
1003509,1000298,1003369,2018-10-19,13:42:30,67,500,,t
1003512,1004350,1004792,2020-01-31,06:11:42,760,22,,t
1003513,1000199,1003727,2019-10-17,21:31:57,594,324,319,f
1003516,1001161,1001550,2020-08-28,11:52:09,922,407,403,f
1003519,1002854,1000926,2019-02-24,19:34:54,429,149,141,f
1003521,1003714,1004213,2018-12-12,18:13:10,15,252,240,f
1003522,1001619,1002834,2021-06-06,16:11:37,781,96,83,t
1003528,1002697,1002438,2020-08-18,19:20:59,15,229,219,f
1003534,1000306,1000434,2022-10-20,16:54:08,748,135,,f
1003538,1001459,1002201,2021-01-23,13:48:32,958,187,180,f
1003539,1003950,1002195,2019-02-17,11:54:56,385,83,80,f
1003540,1001287,1001999,2021-05-22,01:44:35,299,424,412,t
1003541,1002136,1001532,2018-01-25,06:08:01,465,383,,t
1003543,1002811,1001203,2019-03-18,00:15:21,926,347,337,t
1003544,1000772,1003145,2021-01-09,00:39:41,318,33,32,f
1003545,1003073,1003940,2021-07-04,19:23:55,431,459,,t
1003546,1003679,1001801,2017-11-19,22:34:25,232,450,448,f
1003551,1003604,1001040,2021-07-08,03:11:44,32,33,,f
1003552,1005000,1001353,2018-06-17,05:05:41,187,270,,f
1003556,1003703,1000550,2019-10-10,13:00:26,567,96,,f
1003559,1003684,1002529,2022-10-15,14:24:31,329,137,123,f
1003567,1000935,1001381,2022-03-29,17:26:03,481,214,,f
1003569,1004576,1004969,2021-01-07,23:08:24,518,374,364,f
1003572,1004652,1003269,2022-10-24,01:50:20,395,440,,t
1003574,1000394,1000820,2020-11-12,20:02:38,447,486,,t
1003576,1003743,1001475,2020-02-10,21:36:22,780,106,100,f
1003577,1004361,1001203,2021-01-13,17:49:22,821,498,490,f
1003579,1000339,1004511,2021-12-22,15:28:05,303,108,,t
1003580,1001061,1002825,2020-07-09,07:02:17,929,168,164,f
1003581,1001861,1004275,2021-08-20,12:01:51,230,30,,f
1003582,1003840,1000196,2020-11-28,07:39:51,841,402,,f
1003583,1004077,1004212,2017-11-02,14:59:57,320,16,,f
1003586,1004946,1001221,2021-02-26,21:51:17,903,195,194,f
1003588,1003728,1003574,2022-08-07,07:50:09,366,463,,f
1003590,1003050,1001279,2020-04-03,13:40:32,824,373,355,f
1003592,1001207,1000013,2019-04-22,02:07:54,498,319,,f
1003596,1003994,1001479,2022-02-15,18:35:58,805,391,373,t
1003597,1001870,1003415,2021-11-04,07:59:57,853,132,,t
1003598,1003556,1001011,2019-04-19,16:23:52,178,121,114,f
1003599,1002506,1002944,2022-01-06,22:19:50,969,498,486,f
1003603,1004614,1001777,2022-04-10,22:06:14,777,436,,f
1003608,1001746,1003499,2021-04-01,13:31:50,378,420,,f
1003609,1003445,1000257,2016-11-09,02:20:55,90,112,109,f
1003610,1004039,1002345,2020-12-18,06:07:52,157,23,14,f
1003611,1004181,1004000,2019-02-11,01:58:38,872,73,,t
1003612,1001619,1003561,2017-01-28,22:45:53,469,435,422,t
1003613,1004616,1004330,2021-06-30,10:08:50,547,152,147,t
1003615,1000954,1003334,2022-02-01,09:17:50,27,32,4,t
1003616,1001212,1000851,2021-09-08,04:46:41,878,460,442,f
1003617,1002490,1002885,2022-01-24,15:15:43,351,143,135,f
1003619,1003159,1002898,2016-12-10,00:33:51,402,293,278,t
1003620,1000906,1003091,2021-09-27,17:03:04,861,164,149,t
1003623,1004218,1000612,2022-01-21,10:35:51,592,15,-2,f
1003626,1000481,1004269,2022-09-06,03:39:34,903,90,,f
1003627,1003585,1000456,2016-11-13,01:32:37,730,94,91,t
1003629,1002435,1002284,2021-05-09,01:46:19,510,240,238,f
1003630,1004967,1003060,2019-01-10,06:53:15,303,88,78,t
1003637,1002254,1001441,2020-12-22,07:19:54,340,323,,f
1003638,1004452,1002932,2017-08-08,02:27:52,145,379,373,t
1003640,1003846,1001403,2021-07-21,21:05:20,90,58,,t
1003643,1001289,1000289,2020-11-30,19:31:17,656,340,,t
1003649,1003933,1003624,2021-11-24,13:30:06,274,274,,t
1003651,1004716,1004649,2021-11-22,14:18:44,863,426,,t
1003655,1002398,1002099,2022-03-01,01:36:27,238,334,,f
1003659,1004030,1003016,2019-11-03,14:27:48,949,205,198,f
1003660,1002128,1002424,2021-03-27,17:22:01,677,497,487,t
1003664,1000348,1004866,2020-11-23,14:03:20,853,120,113,t
1003667,1001203,1002492,2016-11-22,14:55:01,930,284,276,t
1003668,1001519,1001261,2018-02-10,15:57:04,418,377,370,t
1003669,1001793,1002298,2020-07-29,00:19:21,693,497,492,f
1003671,1000569,1000080,2016-02-09,21:49:54,592,423,,t
1003672,1003126,1001112,2022-08-19,21:13:19,932,183,164,t
1003673,1001053,1001297,2021-07-25,01:11:18,903,311,,f
1003675,1001492,1004461,2022-01-03,22:28:54,374,484,481,f
1003676,1002435,1002287,2017-02-26,22:32:01,377,132,126,f
1003677,1001522,1001556,2019-12-28,22:55:05,428,84,75,t
1003680,1004348,1002190,2020-09-06,09:39:40,579,30,23,f
1003681,1004780,1001172,2019-01-01,09:25:53,53,480,478,f
1003683,1002706,1004435,2021-05-22,20:34:12,499,341,340,f
1003689,1000867,1001302,2019-08-17,22:05:42,566,310,,t
1003690,1002892,1002902,2018-03-14,01:32:20,369,45,35,t
1003695,1000210,1001844,2020-08-23,06:17:07,218,85,,f
1003696,1003972,1001092,2016-12-30,04:22:44,540,341,,f
1003697,1002224,1004508,2022-01-10,17:17:35,260,381,,f
1003699,1000873,1003671,2020-05-23,01:39:04,935,301,294,f
1003704,1001722,1004979,2021-03-23,07:42:02,893,185,,f
1003705,1004107,1001716,2019-04-03,23:48:47,883,28,23,t
1003708,1004111,1004533,2017-08-21,21:07:34,711,239,,t
1003710,1003110,1000444,2022-04-04,18:34:32,68,431,,t
1003711,1000641,1000462,2019-04-21,03:51:56,687,190,,f
1003712,1002587,1003391,2020-08-25,17:58:33,602,151,148,t
1003713,1004801,1001046,2020-02-18,23:11:28,853,329,,f
1003714,1003369,1002980,2021-07-11,16:04:24,552,247,237,f
1003715,1003789,1001088,2018-12-22,10:41:24,663,436,426,f
1003718,1003663,1000147,2020-01-19,00:00:27,470,366,,f
1003719,1001015,1000541,2021-01-09,07:12:05,958,161,160,t
1003720,1002561,1000081,2018-12-08,17:04:07,304,492,,f
1003721,1001942,1003721,2021-10-08,20:55:06,351,433,429,t
1003723,1004295,1003613,2019-04-06,17:31:48,970,36,,t
1003726,1002519,1004842,2017-10-07,15:50:41,97,123,121,t
1003731,1001766,1003278,2022-07-03,05:19:38,967,16,11,f
1003736,1003085,1003928,2021-04-26,06:28:01,141,24,15,t
1003741,1001974,1004260,2020-12-07,19:46:53,510,50,,t
1003742,1002085,1002067,2017-08-17,22:30:50,125,308,,f
1003743,1004642,1000952,2020-09-18,15:28:26,672,486,,f
1003745,1000997,1001622,2021-09-26,14:27:42,664,201,181,t
1003746,1004794,1000186,2022-05-06,12:56:08,518,14,5,t
1003747,1001300,1000182,2022-10-02,00:30:33,882,168,,t
1003748,1001464,1000138,2020-08-19,15:29:05,639,221,216,f
1003749,1000886,1000545,2018-06-04,01:19:53,132,66,,f
1003751,1003217,1004745,2021-09-22,10:28:51,54,36,,f
1003754,1002491,1000782,2022-04-14,01:19:20,832,150,146,t
1003755,1004743,1001285,2016-10-25,12:44:08,962,177,169,t
1003756,1002226,1001362,2018-11-01,16:35:35,300,185,,t
1003758,1004621,1002035,2019-05-17,18:46:33,429,315,,f
1003759,1004633,1003325,2022-01-01,08:24:54,277,283,250,f
1003760,1001205,1003970,2021-07-17,00:51:29,609,353,334,f
1003766,1001890,1003361,2017-09-28,23:12:51,462,126,,t
1003769,1002988,1004810,2019-05-01,09:41:17,622,215,,f
1003771,1001270,1002300,2022-04-07,05:11:49,64,63,57,t
1003772,1001418,1001512,2018-10-21,00:33:03,348,241,,f
1003773,1004012,1002989,2019-10-01,11:22:19,531,53,38,f
1003781,1004471,1002776,2022-09-09,17:36:23,497,468,451,t
1003784,1001799,1003822,2020-05-19,14:30:13,473,219,,f
1003788,1004483,1000472,2022-07-25,16:20:14,128,189,182,f
1003789,1003826,1002300,2019-11-21,18:57:17,725,390,383,f
1003790,1002916,1003659,2019-07-19,17:18:07,737,64,46,f
1003791,1001986,1003641,2019-08-14,16:13:32,523,60,,t
1003795,1004234,1002862,2019-09-21,21:05:16,515,416,,t
1003796,1004590,1001633,2018-10-17,04:48:42,989,397,387,t
1003806,1001210,1001200,2017-10-24,15:34:18,465,196,,f
1003807,1003223,1003869,2020-10-08,13:00:26,115,265,,f
1003809,1004593,1003166,2021-12-19,13:24:37,591,101,,t
1003810,1002348,1000204,2018-09-24,06:37:30,969,278,,t
1003811,1001034,1003476,2018-07-10,11:43:19,962,436,,t
1003813,1004723,1000532,2018-01-25,21:12:27,855,425,412,f
1003814,1000632,1004311,2022-06-09,23:34:32,822,300,290,f
1003816,1004318,1004254,2021-11-08,22:36:46,58,175,,f
1003820,1003204,1003036,2019-06-07,10:22:10,194,31,21,f
1003824,1000364,1000109,2021-11-13,06:01:08,368,300,292,t
1003827,1004401,1002934,2021-01-05,21:01:06,195,371,364,t
1003828,1002437,1002688,2017-11-02,18:25:38,119,409,392,t
1003829,1004698,1004352,2021-12-04,11:50:18,921,440,434,f
1003830,1000556,1004608,2018-11-05,12:41:16,564,487,479,t
1003832,1003587,1000471,2018-12-16,06:56:54,180,241,,f
1003834,1003069,1001770,2019-06-10,11:03:51,428,249,244,t
1003839,1000704,1004205,2019-10-16,21:51:12,595,229,215,t
1003843,1004777,1002354,2019-07-14,10:54:40,731,398,392,t
1003844,1004814,1004431,2020-09-09,08:36:05,913,20,10,f
1003845,1002358,1001543,2020-04-27,17:40:22,679,474,,t
1003850,1004746,1001844,2020-11-29,23:44:42,866,68,51,t
1003851,1004489,1001547,2021-04-21,23:31:31,719,67,63,t
1003852,1000354,1000077,2021-02-06,15:55:24,513,260,251,t
1003854,1004102,1000386,2021-08-22,05:25:52,133,71,,t
1003856,1000474,1001686,2021-09-03,22:51:00,464,420,409,t
1003859,1004878,1003466,2021-09-08,17:38:17,753,375,363,t
1003861,1001199,1002881,2021-08-02,09:12:29,925,418,410,t
1003865,1004764,1003080,2019-10-06,02:05:41,88,376,,t
1003866,1002571,1003268,2017-01-06,13:06:12,816,330,322,t
1003867,1003261,1004468,2022-02-28,15:28:30,606,408,395,f
1003868,1000971,1004282,2020-02-17,10:49:59,791,110,103,t
1003869,1003938,1000597,2021-08-20,08:08:34,508,112,93,f
1003870,1001124,1001601,2021-03-13,08:03:31,136,465,456,t
1003872,1004808,1000232,2020-03-16,08:19:51,22,119,113,f
1003874,1004677,1003196,2019-08-09,17:38:13,157,236,223,t
1003883,1003646,1000041,2018-01-24,22:27:52,626,484,475,f
1003891,1004481,1002939,2020-07-18,17:37:49,333,170,161,t
1003892,1001989,1001041,2022-09-04,23:02:43,941,59,,f
1003893,1001126,1000302,2018-10-27,10:43:31,770,366,362,f
1003896,1003356,1000542,2021-11-22,15:06:42,254,285,,f
1003897,1000558,1001572,2022-03-25,04:56:39,763,297,292,t
1003898,1003242,1004010,2018-02-15,23:20:53,49,446,441,t
1003899,1001267,1000133,2019-07-14,08:01:20,18,57,,f
1003900,1001913,1000944,2020-12-14,07:01:21,931,419,,f
1003902,1003164,1001042,2020-06-04,03:13:11,809,221,218,f
1003906,1001542,1000231,2019-12-19,12:40:54,119,346,,t
1003907,1004141,1002076,2018-08-18,01:42:56,483,426,,f
1003910,1001264,1002332,2020-12-01,07:58:43,614,328,324,t
1003912,1003864,1001916,2020-08-02,18:13:48,922,446,,f
1003913,1004472,1003648,2021-02-28,15:19:59,678,392,383,f
1003914,1001812,1004968,2022-11-07,12:54:49,349,272,269,f
1003916,1003436,1001469,2022-10-17,18:37:35,608,375,355,t
1003921,1003067,1004026,2022-09-12,15:18:41,206,105,87,f
1003927,1000045,1003523,2019-09-26,12:29:40,319,167,159,f
1003928,1004845,1001636,2021-12-21,04:55:47,841,281,,f
1003929,1003247,1000850,2018-10-05,12:59:20,419,110,103,f
1003932,1002392,1003800,2016-07-05,16:09:14,922,368,366,f
1003933,1001927,1002002,2018-02-01,16:15:45,345,459,,t
1003934,1001278,1004764,2020-08-30,22:44:45,19,470,468,f
1003936,1001480,1001855,2020-12-28,04:13:51,619,417,,t
1003939,1002039,1001079,2020-06-24,12:22:10,848,377,,t
1003940,1001731,1003253,2022-09-13,02:46:28,364,370,,f
1003941,1003002,1003776,2022-04-02,16:33:01,41,256,,f
1003942,1002089,1004881,2016-11-25,14:56:32,808,91,86,t
1003943,1004967,1000892,2021-05-30,16:20:48,512,59,55,t
1003946,1004888,1002097,2022-06-12,17:10:03,51,376,370,t
1003948,1001097,1002018,2022-09-21,08:57:54,657,213,201,t
1003951,1002718,1004666,2019-08-08,03:47:33,789,435,422,t
1003953,1004864,1003456,2020-11-18,08:34:59,864,279,,t
1003954,1000643,1000466,2022-05-15,16:01:34,642,121,98,t
1003956,1002573,1000168,2019-10-21,02:00:37,119,300,296,t
1003957,1003093,1003689,2022-11-07,16:17:33,715,322,,f
1003964,1004435,1001696,2020-04-16,22:05:50,121,87,81,t
1003969,1001594,1003339,2019-03-17,01:48:15,518,303,,t
1003970,1000361,1004451,2020-12-09,22:00:38,857,12,-12,f
1003972,1003251,1000130,2017-07-21,19:29:35,804,476,,t
1003974,1002698,1004263,2021-06-15,23:58:39,240,90,,t
1003975,1003104,1001639,2022-09-08,13:18:55,600,353,343,t
1003977,1002840,1003486,2021-12-25,19:01:44,341,210,209,t
1003978,1000276,1001594,2020-07-27,08:44:10,380,276,,f
1003982,1003071,1000592,2019-03-28,16:10:22,787,331,,f
1003983,1002283,1003009,2021-08-20,06:40:41,80,452,446,f
1003988,1003020,1002912,2022-02-18,02:12:53,202,179,,f
1003989,1004636,1003037,2019-07-02,18:11:13,115,169,,f
1003991,1000089,1000961,2022-10-28,22:13:43,612,480,,f
1003995,1004789,1003105,2018-08-20,03:35:20,574,202,,t
1004002,1000694,1001653,2019-05-11,15:37:19,457,378,,t
1004005,1000096,1003685,2019-08-13,06:59:07,475,144,,f
1004006,1000061,1000091,2022-02-18,12:24:13,698,210,201,f
1004007,1003312,1003926,2020-04-06,20:55:40,324,357,,f
1004008,1001735,1000126,2020-07-30,01:45:35,138,480,475,f
1004013,1004181,1004557,2018-07-03,19:16:12,178,303,294,t
1004015,1001904,1000530,2019-08-01,02:11:36,564,413,405,f
1004016,1000297,1004269,2022-07-01,04:28:22,596,498,483,f
1004019,1004086,1001018,2021-11-30,11:08:58,779,116,115,f
1004022,1002970,1002927,2017-04-18,09:07:47,918,288,274,f
1004029,1004751,1004316,2022-07-05,08:57:42,439,185,181,t
1004032,1003044,1004101,2022-07-18,04:50:17,245,303,,t
1004038,1001537,1002717,2021-05-07,12:49:07,609,323,314,t
1004040,1000308,1003197,2022-02-26,17:49:53,824,235,228,f
1004042,1001353,1002158,2020-12-01,20:57:03,70,150,,t
1004044,1002276,1004203,2020-03-30,11:55:31,355,93,85,f
1004048,1003860,1001656,2020-11-22,16:49:19,727,485,459,t
1004052,1003149,1000204,2019-03-21,17:29:56,839,480,,f
1004053,1000180,1004572,2021-08-11,11:17:57,206,240,232,f
1004054,1001920,1003844,2020-09-05,00:36:57,542,147,,t
1004057,1004142,1003147,2020-10-25,05:12:47,956,462,453,f
1004060,1002999,1001401,2020-09-13,09:45:08,911,153,,t
1004074,1000600,1004735,2019-05-10,02:41:55,386,290,280,t
1004076,1003130,1001149,2021-10-28,05:43:08,99,414,,f
1004077,1003353,1000740,2021-03-08,12:13:17,335,310,300,t
1004078,1004886,1002175,2022-10-06,20:39:22,998,298,,t
1004079,1002036,1003778,2019-03-30,01:47:50,431,358,341,t
1004080,1004577,1000187,2016-11-29,21:55:45,825,140,,f
1004082,1004600,1000838,2017-12-03,22:33:32,601,312,,t
1004085,1002522,1000715,2018-03-30,10:41:47,750,145,142,f
1004086,1002122,1002713,2019-09-14,19:52:46,56,308,305,t
1004091,1000318,1001951,2022-06-15,07:01:30,519,231,226,t
1004092,1001442,1002015,2019-06-01,18:40:14,526,209,199,f
1004094,1001758,1004191,2018-06-07,03:38:07,578,323,,f
1004096,1000010,1004317,2019-03-11,05:18:07,123,493,480,t
1004097,1002137,1003359,2018-12-20,04:12:57,973,402,,t
1004098,1002289,1002631,2018-04-11,18:40:55,330,107,98,f
1004100,1001655,1004622,2022-07-15,00:11:57,363,67,,t
1004101,1004831,1001440,2021-02-06,03:36:48,669,327,323,f
1004102,1000261,1002765,2022-05-01,11:50:40,819,185,168,t
1004104,1001985,1002952,2017-08-27,04:42:06,978,438,,t
1004105,1002695,1004978,2019-04-16,05:02:57,182,353,,t
1004110,1003392,1000128,2022-11-07,21:31:03,86,13,,f
1004114,1002759,1003860,2022-04-13,04:51:09,404,79,71,t
1004117,1002916,1003936,2022-11-21,02:52:50,806,337,329,f
1004118,1002897,1002724,2021-12-22,08:49:26,703,316,,t
1004120,1003944,1000525,2022-10-25,19:22:07,797,152,142,t
1004123,1000489,1001487,2018-03-11,00:24:56,336,464,,t
1004125,1003759,1002874,2018-08-09,21:05:26,665,353,348,f
1004129,1001701,1004184,2021-03-30,03:12:06,248,263,261,f
1004131,1001080,1003427,2019-03-02,19:16:52,963,234,,t
1004133,1000655,1002905,2022-07-10,05:17:42,294,476,469,f
1004134,1003291,1000681,2019-01-16,10:43:29,41,480,475,f
1004137,1004384,1004118,2020-06-24,10:49:37,958,361,351,f
1004139,1000181,1000345,2020-12-21,15:58:02,719,25,17,f
1004140,1003859,1003133,2017-09-29,04:29:13,40,301,,t
1004141,1000388,1000612,2022-10-20,16:18:59,848,30,17,t
1004142,1004230,1001455,2019-02-06,15:50:33,955,236,229,t
1004144,1002762,1003124,2021-12-04,16:24:46,46,91,,f
1004146,1000876,1001787,2017-03-20,15:04:56,906,356,344,t
1004148,1001343,1003468,2020-06-10,03:54:18,743,409,,t
1004153,1002879,1001050,2019-12-28,11:43:32,39,326,,f
1004156,1003091,1002712,2021-06-13,09:31:17,842,25,17,f
1004158,1001357,1001527,2018-04-22,17:27:51,361,419,418,t
1004159,1003051,1002802,2017-01-04,08:35:12,242,115,,t
