rent_id,event_id,rent_price,rent_duration,available
1000997,1000081,143,1,f
1000998,1000769,928,365,f
1000999,1001459,999,14,f
1001000,1004759,117,7,t
1001001,1001584,882,365,t
1001002,1001210,534,28,f
1001003,1002291,439,145,t
1001004,1000403,679,365,f
1001005,1001755,755,365,t
1001006,1003798,399,365,t
1001007,1003726,889,4,t
1001008,1002989,308,2,f
1001009,1002114,329,28,f
1001010,1002752,389,1,t
1001011,1001867,525,14,t
1001012,1004172,20,1,t
1001013,1004755,460,1,f
1001014,1004209,585,4,t
1001015,1001320,574,28,t
1001016,1004169,656,365,t
1001017,1003856,55,2,t
1001018,1004690,311,145,t
1001019,1001550,489,5,f
1001020,1003857,517,365,t
1001021,1000195,366,4,f
1001022,1002691,296,4,t
1001023,1004245,373,145,f
1001024,1001244,535,14,f
1001025,1004204,255,4,t
1001026,1001283,398,365,f
1001027,1000450,415,145,t
1001028,1001944,616,7,t
1001029,1000189,785,3,f
1001030,1004001,781,5,f
1001031,1002709,761,3,f
1001032,1002978,479,365,t
1001033,1002997,483,145,f
1001034,1002877,634,7,f
1001035,1002764,243,1,t
1001036,1000008,841,28,f
1001037,1004444,541,1,f
1001038,1004217,225,7,f
1001039,1001808,682,7,t
1001040,1002438,642,14,t
1001041,1002197,557,365,t
1001042,1002030,623,3,f
1001043,1000795,367,14,f
1001044,1004860,749,28,f
1001045,1000368,924,7,t
1001046,1004790,69,28,f
1001047,1002120,801,5,t
1001048,1002286,983,2,f
1001049,1001601,337,1,f
1001050,1004093,926,28,f
1001051,1004418,767,145,f
1001052,1000707,721,4,f
1001053,1000035,299,1,t
1001054,1003341,348,5,f
1001055,1001218,253,1,t
1001056,1002103,732,1,t
1001057,1003458,942,5,f
1001058,1004825,166,5,f
1001059,1001525,500,145,t
1001060,1000640,659,3,t
1001061,1002641,241,14,t
1001062,1001926,451,28,t
1001063,1004823,673,5,t
1001064,1000417,779,365,f
1001065,1002682,518,365,t
1001066,1003917,915,3,f
1001067,1003163,114,28,f
1001068,1002285,303,365,f
1001069,1000790,36,365,t
1001070,1003766,976,7,t
1001071,1002678,874,365,f
1001072,1003576,842,1,t
1001073,1004160,125,7,t
1001074,1004109,532,365,f
1001075,1003781,260,2,f
1001076,1000140,354,3,f
1001077,1004644,145,3,f
1001078,1003246,618,365,f
1001079,1000926,506,1,t
1001080,1001137,280,28,t
1001081,1002862,504,14,t
1001082,1001959,110,7,f
1001083,1003286,602,14,t
1001084,1003306,134,14,t
1001085,1003778,937,2,t
1001086,1004744,544,5,t
1001087,1003011,781,5,f
1001088,1001643,217,14,f
1001089,1001232,740,7,t
1001090,1003450,983,5,f
1001091,1004778,23,365,f
1001092,1001854,902,5,f
1001093,1003139,776,3,t
1001094,1004852,40,3,t
1001095,1003711,510,5,f
1001096,1003944,767,2,f
1001097,1001431,610,365,f
1001098,1002182,895,2,t
1001099,1004319,530,145,t
1001100,1001294,377,4,t
1001101,1000436,586,28,t
1001102,1003327,628,2,f
1001103,1002614,453,2,t
1001104,1003426,887,1,t
1001105,1003380,954,28,f
1001106,1002006,945,7,f
1001107,1003643,83,5,t
1001108,1004057,704,1,f
1001109,1003951,497,2,t
1001110,1002855,797,2,t
1001111,1000649,736,28,t
1001112,1003538,652,5,f
1001113,1000386,647,5,t
1001114,1002096,718,5,f
1001115,1002646,629,365,f
1001116,1000196,730,2,t
1001117,1001396,761,2,f
1001118,1001523,229,14,f
1001119,1003765,477,1,t
1001120,1001557,956,2,f
1001121,1002507,190,4,f
1001122,1000780,871,28,t
1001123,1004012,660,5,f
1001124,1003429,465,2,f
1001125,1000609,917,4,f
1001126,1003171,566,2,t
1001127,1002736,704,14,f
1001128,1000374,863,7,f
1001129,1000029,184,1,t
1001130,1004474,772,145,f
1001131,1001173,248,7,t
1001132,1002034,753,1,t
1001133,1001875,856,145,f
1001134,1004862,75,7,t
1001135,1003483,333,28,t
1001136,1003071,776,28,f
1001137,1004792,334,28,f
1001138,1000948,135,2,f
1001139,1002626,492,145,t
1001140,1002111,945,5,f
1001141,1003842,193,14,t
1001142,1002558,211,7,f
1001143,1004653,997,2,f
1001144,1004219,689,3,f
1001145,1002814,351,1,t
1001146,1004094,674,1,t
1001147,1000837,303,145,f
1001148,1001365,405,5,t
1001149,1001455,303,28,f
1001150,1000021,158,145,f
1001151,1002910,52,28,f
1001152,1004648,38,145,t
1001153,1004596,894,4,t
1001154,1002129,904,2,f
1001155,1001995,585,365,t
1001156,1001022,334,28,t
1001157,1004572,22,2,f
1001158,1000473,153,365,t
1001159,1000937,792,145,t
1001160,1001644,583,145,f
1001161,1004069,731,2,t
1001162,1003510,534,1,t
1001163,1002875,369,5,f
1001164,1004047,808,145,f
1001165,1001386,761,365,f
1001166,1000306,822,1,f
1001167,1000983,871,28,f
1001168,1001363,175,14,f
1001169,1001004,808,7,f
1001170,1003638,282,1,f
1001171,1002441,902,4,f
1001172,1001941,986,365,f
1001173,1003902,685,28,t
1001174,1002705,677,28,f
1001175,1003235,243,7,t
1001176,1004202,706,14,f
1001177,1003400,466,5,f
1001178,1002525,948,145,t
1001179,1002141,357,4,f
1001180,1000668,203,365,f
1001181,1001720,717,3,f
1001182,1000478,650,4,f
1001183,1003594,367,1,f
1001184,1003362,103,145,f
1001185,1004735,15,5,f
1001186,1000673,303,7,f
1001187,1001753,907,3,f
1001188,1001874,902,1,t
1001189,1002238,217,2,f
1001190,1003301,619,2,f
1001191,1003212,451,4,f
1001192,1001009,901,2,f
1001193,1003756,108,145,f
1001194,1003820,559,7,t
1001195,1000798,596,5,f
1001196,1004828,455,28,t
1001197,1000402,611,1,t
1001198,1003872,739,14,f
1001199,1002905,388,1,t
1001200,1003123,396,2,t
1001201,1003963,311,2,t
1001202,1001763,700,1,f
1001203,1003118,180,1,f
1001204,1000808,737,4,t
1001205,1004890,168,1,t
1001206,1002259,943,2,t
1001207,1004259,638,1,f
1001208,1004361,24,2,f
1001209,1002948,884,14,f
1001210,1001799,61,5,f
1001211,1003979,918,365,f
1001212,1000750,943,2,t
1001213,1002306,381,1,t
1001214,1003368,700,14,f
1001215,1004364,71,28,f
1001216,1003436,411,1,t
1001217,1003483,777,28,f
1001218,1004603,110,1,t
1001219,1004172,839,4,f
1001220,1000653,992,14,t
1001221,1001378,285,3,t
1001222,1003778,71,4,f
1001223,1001830,831,365,f
1001224,1001788,150,2,f
1001225,1003876,629,2,f
1001226,1001331,317,14,f
1001227,1002298,514,1,t
1001228,1003981,573,3,f
1001229,1004361,993,14,f
1001230,1001131,962,7,t
1001231,1001998,781,7,f
1001232,1000959,229,3,f
1001233,1002738,597,28,t
1001234,1002944,920,4,f
1001235,1002995,931,145,t
1001236,1003361,61,4,f
1001237,1002832,388,1,f
1001238,1001589,155,365,t
1001239,1001430,973,5,t
1001240,1004554,604,7,t
1001241,1003464,439,3,f
1001242,1000336,335,1,f
1001243,1001244,485,14,f
1001244,1000582,807,28,t
1001245,1001993,863,7,f
1001246,1000545,534,14,t
1001247,1002880,273,365,f
1001248,1004667,863,1,t
1001249,1004293,223,3,f
1001250,1001380,391,3,f
1001251,1000126,218,2,f
1001252,1002947,505,3,f
1001253,1003502,946,7,t
1001254,1004023,298,1,f
1001255,1003745,639,1,t
1001256,1001966,756,4,f
1001257,1000498,127,4,f
1001258,1000538,187,2,f
1001259,1000931,567,1,f
1001260,1002404,718,145,t
1001261,1001384,817,365,t
1001262,1001398,972,5,t
1001263,1002932,776,5,t
1001264,1004010,625,7,f
1001265,1004470,182,365,t
1001266,1003149,239,7,t
1001267,1002947,232,2,t
1001268,1002191,208,3,t
1001269,1004425,509,365,t
1001270,1000387,660,5,t
1001271,1003877,978,365,t
1001272,1004113,39,1,f
1001273,1003310,793,4,t
1001274,1003957,669,14,t
1001275,1003214,838,7,f
1001276,1003388,113,5,t
1001277,1003953,832,3,f
1001278,1001384,50,14,f
1001279,1002268,32,1,f
1001280,1003462,349,365,f
1001281,1002296,756,7,f
1001282,1000284,563,3,f
1001283,1000554,553,1,t
1001284,1002876,649,145,f
1001285,1000536,321,2,f
1001286,1001178,258,145,t
1001287,1001384,60,145,t
1001288,1004085,405,28,t
1001289,1002444,979,5,t
1001290,1003352,651,3,t
1001291,1001494,655,2,t
1001292,1004582,879,4,f
1001293,1004474,663,1,t
1001294,1003492,363,1,t
1001295,1004469,797,5,t
1001296,1003869,7,365,t
1001297,1004638,791,28,f
1001298,1002858,138,3,f
1001299,1004559,894,1,t
1001300,1000060,306,4,t
1001301,1000166,111,7,t
1001302,1002370,34,4,t
1001303,1000689,229,5,f
1001304,1002685,157,2,f
1001305,1002604,11,5,t
1001306,1002976,539,14,f
1001307,1004331,235,4,t
1001308,1002524,165,365,t
1001309,1003050,141,4,t
1001310,1000758,951,14,f
1001311,1001893,585,28,f
1001312,1004305,222,4,f
1001313,1004119,520,7,f
1001314,1001612,938,3,t
1001315,1004371,196,365,t
1001316,1002065,888,2,f
1001317,1001419,794,14,f
1001318,1001180,551,28,f
1001319,1000986,231,2,f
1001320,1001883,596,28,f
1001321,1003945,171,7,f
1001322,1002594,106,365,t
1001323,1003644,409,14,f
1001324,1002517,693,1,f
1001325,1003511,453,145,t
1001326,1004076,676,7,t
1001327,1004074,510,1,f
1001328,1000482,378,365,t
1001329,1004572,476,28,f
1001330,1004084,606,14,t
1001331,1003295,172,28,f
1001332,1001572,584,365,t
1001333,1004399,370,7,t
1001334,1004232,883,7,f
1001335,1001626,38,7,t
1001336,1003355,753,2,t
1001337,1003998,47,4,t
1001338,1004496,494,14,f
1001339,1003246,988,1,t
1001340,1001475,396,28,f
1001341,1000385,653,1,f
1001342,1002656,160,14,f
1001343,1001361,398,28,f
1001344,1004338,468,1,f
1001345,1003666,51,7,t
1001346,1003399,681,5,t
1001347,1002034,168,14,t
1001348,1002537,460,3,t
1001349,1004386,119,28,f
1001350,1004266,602,145,f
1001351,1000025,95,2,t
1001352,1001458,536,5,f
1001353,1000197,323,4,f
1001354,1001989,801,4,t
1001355,1002869,9,2,t
1001356,1001651,810,145,f
1001357,1003724,365,145,f
1001358,1002678,25,2,f
1001359,1001468,131,145,t
1001360,1002343,841,145,f
1001361,1001887,144,2,f
1001362,1004672,308,365,f
1001363,1002644,707,365,f
1001364,1004700,669,28,t
1001365,1002451,809,1,f
1001366,1000892,618,28,f
1001367,1003266,813,365,f
1001368,1002735,527,4,f
1001369,1001971,781,5,t
1001370,1002031,571,365,f
1001371,1004840,994,14,t
1001372,1002312,500,1,f
1001373,1001390,83,14,t
1001374,1003619,39,365,f
1001375,1000540,859,3,f
1001376,1004692,434,1,t
1001377,1003140,71,4,t
1001378,1002161,720,365,t
1001379,1001254,39,1,f
1001380,1000472,140,4,t
1001381,1004557,464,3,t
1001382,1002329,160,7,f
1001383,1002832,798,2,t
1001384,1001170,531,4,f
1001385,1001409,546,145,f
1001386,1002481,444,14,f
1001387,1000757,517,7,t
1001388,1004892,875,7,t
1001389,1003332,803,1,t
1001390,1003316,123,14,t
1001391,1000763,23,145,f
1001392,1004206,949,7,f
1001393,1004808,766,28,f
1001394,1004575,941,1,f
1001395,1003787,561,7,f
1001396,1000150,227,145,f
1001397,1001158,346,365,f
1001398,1001256,879,2,t
1001399,1003206,659,4,t
1001400,1002111,736,7,t
1001401,1000948,611,2,f
1001402,1000313,692,28,f
1001403,1003494,485,14,t
1001404,1000021,231,4,f
1001405,1004607,19,14,t
1001406,1002650,385,5,t
1001407,1004052,324,5,t
1001408,1003324,970,1,t
1001409,1002864,570,2,f
1001410,1001956,629,14,f
1001411,1000821,516,145,t
1001412,1002194,693,28,f
1001413,1002042,916,5,f
1001414,1003814,975,4,t
1001415,1000243,876,365,f
1001416,1001547,733,7,f
1001417,1000532,96,145,t
1001418,1001635,372,7,t
1001419,1001922,122,5,t
1001420,1002315,933,7,f
1001421,1004425,365,7,f
1001422,1002582,286,7,f
1001423,1001864,520,365,f
1001424,1000057,757,365,f
1001425,1004586,52,28,t
1001426,1000729,257,28,t
1001427,1001435,992,14,t
1001428,1002206,368,4,f
1001429,1001839,131,1,f
1001430,1001628,809,3,f
1001431,1000746,131,7,t
1001432,1003504,434,3,t
1001433,1001587,363,365,f
1001434,1004754,950,5,t
1001435,1001907,157,7,f
1001436,1000670,852,3,f
1001437,1002341,742,28,t
1001438,1004947,144,28,t
1001439,1000598,854,7,f
1001440,1004728,67,4,f
1001441,1000220,510,5,f
1001442,1003052,647,4,t
1001443,1000067,617,145,f
1001444,1000615,506,14,t
1001445,1004850,825,7,t
1001446,1001406,619,4,f
1001447,1000399,789,7,t
1001448,1004231,795,5,t
1001449,1000302,570,3,t
1001450,1002152,825,3,f
1001451,1002644,293,365,t
1001452,1001563,257,365,f
1001453,1001872,312,145,f
1001454,1000111,740,145,t
1001455,1000533,300,145,t
1001456,1002933,172,5,t
1001457,1003029,867,14,t
1001458,1004742,809,2,t
1001459,1003934,840,7,f
1001460,1001979,627,5,t
1001461,1000694,843,28,f
1001462,1001374,815,28,f
1001463,1000384,258,28,t
1001464,1003672,684,145,t
1001465,1000191,74,145,f
1001466,1004404,617,7,t
1001467,1000617,597,3,f
1001468,1002220,418,4,t
1001469,1003488,278,4,f
1001470,1001671,700,145,f
1001471,1003287,196,7,f
1001472,1000526,585,14,t
1001473,1004865,910,365,t
1001474,1002120,542,145,f
1001475,1000308,650,3,t
1001476,1003842,873,145,t
1001477,1002684,346,4,t
1001478,1003424,563,365,f
1001479,1002483,461,1,t
1001480,1004072,825,3,t
1001481,1004532,885,14,t
1001482,1003378,231,3,t
1001483,1000322,460,145,t
1001484,1002636,647,14,t
1001485,1001053,507,7,t
1001486,1000122,132,365,t
1001487,1003467,232,7,t
1001488,1003643,880,2,t
1001489,1002001,105,7,f
1001490,1000756,978,3,f
1001491,1000544,994,365,f
1001492,1004281,256,5,t
1001493,1001261,815,4,f
1001494,1001010,919,5,t
1001495,1002963,207,28,t
1001496,1003960,371,2,t
1001497,1003990,806,365,t
1001498,1002107,991,14,f
1001499,1003055,643,7,t
1001500,1004287,659,1,f
1001501,1000489,93,1,t
1001502,1002504,871,28,t
1001503,1002811,601,28,t
1001504,1001422,772,5,f
1001505,1000148,927,28,f
1001506,1004402,350,5,f
1001507,1001451,130,28,t
1001508,1003414,396,2,t
1001509,1000828,561,5,f
1001510,1002207,539,5,t
1001511,1004893,599,28,t
1001512,1000137,900,5,f
1001513,1004117,605,4,f
1001514,1002899,959,2,t
1001515,1003968,589,145,t
1001516,1000540,465,365,t
1001517,1001676,413,14,f
1001518,1002798,805,2,f
1001519,1001010,321,7,f
1001520,1004712,407,1,t
1001521,1003796,710,5,t
1001522,1001874,48,14,t
1001523,1000643,843,7,t
1001524,1000024,25,7,t
1001525,1003698,803,145,t
1001526,1000576,923,4,f
1001527,1004814,726,3,t
1001528,1002143,655,2,t
1001529,1001877,391,7,f
1001530,1003563,173,2,t
1001531,1001442,909,365,f
1001532,1004706,405,14,t
1001533,1001678,531,2,t
1001534,1003987,32,145,t
1001535,1003746,517,7,t
1001536,1002744,561,7,f
1001537,1004371,207,2,t
1001538,1003320,935,4,f
1001539,1003729,63,365,t
1001540,1004252,138,14,t
1001541,1001012,908,365,f
1001542,1000729,945,2,t
1001543,1001765,407,2,t
1001544,1000660,685,28,t
1001545,1002604,690,5,f
1001546,1000831,253,14,f
1001547,1002274,271,4,f
1001548,1002592,249,14,t
1001549,1002228,137,7,f
1001550,1002133,770,7,t
1001551,1000273,552,2,f
1001552,1002647,569,3,f
1001553,1004774,198,7,f
1001554,1001503,384,5,t
1001555,1004407,156,145,f
1001556,1003443,343,3,t
1001557,1004878,646,3,f
1001558,1000527,653,145,t
1001559,1003687,683,14,t
1001560,1004457,934,3,f
1001561,1003876,197,1,t
1001562,1001073,590,145,t
1001563,1003183,270,14,f
1001564,1001226,585,14,f
1001565,1001114,310,1,t
1001566,1004475,879,365,t
1001567,1002581,770,5,t
1001568,1000780,644,2,f
1001569,1004784,292,365,f
1001570,1000341,726,1,t
1001571,1004083,228,4,t
1001572,1001289,290,5,f
1001573,1001591,648,3,t
1001574,1003794,240,5,t
1001575,1004548,833,365,f
1001576,1000224,791,145,t
1001577,1002519,941,7,f
1001578,1000542,386,3,t
1001579,1003382,887,145,t
1001580,1001757,800,145,t
1001581,1001828,96,365,f
1001582,1002215,679,145,t
1001583,1003678,397,7,f
1001584,1000127,870,7,t
1001585,1002973,750,5,t
1001586,1000577,39,2,f
1001587,1004733,175,4,f
1001588,1001035,240,2,t
1001589,1001383,633,4,f
1001590,1001393,274,28,t
1001591,1001597,425,2,f
1001592,1003729,563,14,f
1001593,1002399,690,5,f
1001594,1002394,231,5,f
1001595,1000069,848,28,f
1001596,1003752,815,145,f
1001597,1001828,609,14,t
1001598,1001153,358,3,t
1001599,1000332,445,14,f
1001600,1003648,337,1,t
1001601,1000511,586,28,t
1001602,1001789,515,145,f
1001603,1001028,908,2,f
1001604,1001652,54,28,f
1001605,1003461,676,1,f
1001606,1001897,382,5,t
1001607,1002998,304,1,t
1001608,1000796,606,2,f
1001609,1004103,51,3,f
1001610,1001709,479,145,t
1001611,1000183,579,145,t
1001612,1004651,486,4,f
1001613,1003969,639,365,t
1001614,1000339,226,365,t
1001615,1004425,360,14,f
1001616,1001602,498,1,t
1001617,1003438,258,7,f
1001618,1000912,610,5,t
1001619,1003790,326,365,t
1001620,1004271,561,2,f
1001621,1003485,602,4,f
1001622,1002660,529,1,f
1001623,1001472,730,365,t
1001624,1000014,902,2,t
1001625,1002404,255,365,t
1001626,1004232,231,1,f
1001627,1001314,887,3,t
1001628,1003863,340,5,t
1001629,1004951,913,14,f
1001630,1003898,818,7,f
1001631,1001099,183,14,f
1001632,1000542,681,365,t
1001633,1001675,381,3,t
1001634,1003717,511,5,t
1001635,1000694,196,4,t
1001636,1003446,876,3,t
1001637,1000985,187,28,f
1001638,1003666,919,4,f
1001639,1000959,631,3,f
1001640,1001889,147,365,t
1001641,1003997,313,145,t
1001642,1002169,312,2,t
1001643,1000406,428,2,t
1001644,1001766,227,365,t
1001645,1002875,656,4,t
1001646,1002505,93,365,t
1001647,1004789,760,365,t
1001648,1004816,24,4,t
1001649,1001208,383,4,f
1001650,1003173,893,14,t
1001651,1003167,124,1,f
1001652,1001979,581,2,f
1001653,1004657,226,365,f
1001654,1004956,70,1,t
1001655,1003876,845,28,t
1001656,1003207,40,145,f
1001657,1003552,653,28,f
1001658,1000540,856,2,t
1001659,1002798,260,4,t
1001660,1003741,817,4,t
1001661,1000774,590,7,t
1001662,1003640,9,4,f
1001663,1002226,663,28,f
1001664,1002942,529,145,t
1001665,1003876,253,14,f
1001666,1003796,623,2,f
1001667,1004893,744,28,t
1001668,1003388,170,28,t
1001669,1001545,366,3,t
1001670,1001679,293,145,t
1001671,1001291,64,5,t
1001672,1003493,619,2,t
1001673,1002793,916,5,f
1001674,1003430,106,145,f
1001675,1000455,556,14,f
1001676,1003127,500,4,f
1001677,1004294,525,3,t
1001678,1000992,35,3,f
1001679,1000521,231,2,f
1001680,1004417,862,5,t
1001681,1003134,384,1,f
1001682,1003232,491,145,t
1001683,1003649,207,365,t
1001684,1000028,604,28,f
1001685,1001642,851,14,f
1001686,1003815,625,7,t
1001687,1003837,849,2,f
1001688,1001067,511,3,t
1001689,1003600,101,145,f
1001690,1003046,84,1,f
1001691,1001884,124,2,f
1001692,1003555,801,5,f
1001693,1002578,450,5,t
1001694,1003640,417,3,f
1001695,1003285,916,1,f
1001696,1002427,605,7,t
1001697,1000698,659,145,t
1001698,1004779,629,2,t
1001699,1004457,486,7,f
1001700,1000816,166,14,t
1001701,1003779,707,3,t
1001702,1003489,763,5,t
1001703,1003593,359,2,t
1001704,1004865,997,1,t
1001705,1003019,456,3,t
1001706,1000658,18,5,t
1001707,1001924,901,4,t
1001708,1004119,859,145,f
1001709,1002855,456,5,t
1001710,1001533,613,28,t
1001711,1000708,642,3,t
1001712,1000464,827,4,t
1001713,1003477,184,5,t
1001714,1002407,409,4,t
1001715,1000220,102,145,f
1001716,1000130,184,5,t
1001717,1001492,588,2,t
1001718,1001899,508,3,t
1001719,1004973,489,365,t
1001720,1003672,81,7,f
1001721,1001631,720,3,t
1001722,1003907,462,14,f
1001723,1000633,550,365,f
1001724,1000641,416,365,t
1001725,1002727,743,28,t
1001726,1003682,660,5,t
1001727,1001928,166,145,f
1001728,1001934,809,145,f
1001729,1002523,456,1,f
1001730,1003813,502,365,f
1001731,1004665,649,28,f
1001732,1001814,427,4,t
1001733,1002428,454,28,f
1001734,1000910,30,2,f
1001735,1003551,283,1,f
1001736,1000862,987,14,f
1001737,1003031,935,14,t
1001738,1003761,354,14,t
1001739,1001974,40,3,f
1001740,1002762,347,14,f
1001741,1001649,607,365,f
1001742,1003417,946,365,f
1001743,1004978,293,7,t
1001744,1003736,545,365,f
1001745,1002020,983,2,t
1001746,1000769,541,14,t
1001747,1004167,779,145,t
1001748,1004630,848,3,f
1001749,1003192,628,1,f
1001750,1004246,469,5,f
1001751,1003888,745,7,t
1001752,1001316,118,7,f
1001753,1003295,992,7,t
1001754,1002009,490,7,f
1001755,1003541,159,5,t
1001756,1002465,100,365,f
1001757,1004908,437,14,t
1001758,1003525,871,145,t
1001759,1003014,390,3,f
1001760,1003065,418,1,f
1001761,1002741,119,28,t
1001762,1003205,211,4,f
1001763,1002883,801,14,t
1001764,1002697,45,1,f
1001765,1003337,831,28,t
1001766,1004818,461,1,f
1001767,1004295,490,145,t
1001768,1004024,71,5,f
1001769,1004995,668,28,f
1001770,1003959,74,5,t
1001771,1004418,325,14,f
1001772,1002145,856,14,t
1001773,1002762,230,145,f
1001774,1003552,166,5,t
1001775,1004754,920,28,f
1001776,1002162,307,3,f
1001777,1000186,888,4,t
1001778,1004349,854,4,t
1001779,1000619,928,1,f
1001780,1003455,759,7,t
1001781,1003771,634,14,t
1001782,1001737,798,4,f
1001783,1003754,354,3,t
1001784,1001056,125,145,f
1001785,1000502,162,28,f
1001786,1004551,242,1,f
1001787,1000849,850,1,f
1001788,1000116,319,7,f
1001789,1001117,12,2,f
1001790,1002362,1000,3,f
1001791,1004098,810,3,f
1001792,1000060,491,365,t
1001793,1003911,429,7,t
1001794,1003573,865,7,f
1001795,1004586,518,3,t
1001796,1002357,484,28,t
1001797,1003821,550,2,t
1001798,1004102,182,7,t
1001799,1004859,762,2,t
1001800,1004216,290,5,f
1001801,1003755,77,7,f
1001802,1001484,365,4,f
1001803,1001356,150,145,f
1001804,1003458,218,365,t
1001805,1002741,83,3,t
1001806,1001538,453,365,f
1001807,1002653,137,4,t
1001808,1000707,702,4,f
1001809,1004488,216,28,f
1001810,1002902,965,7,f
1001811,1003921,995,2,f
1001812,1003667,128,365,f
1001813,1004275,426,4,f
1001814,1001679,855,365,f
1001815,1003098,248,28,t
1001816,1004188,627,7,f
1001817,1003740,252,2,f
1001818,1003618,720,28,f
1001819,1001280,988,4,t
1001820,1000706,533,7,t
1001821,1003010,463,1,f
1001822,1003872,617,2,t
1001823,1004153,662,5,t
1001824,1002260,228,145,t
1001825,1000052,485,14,f
1001826,1001902,978,5,t
1001827,1000086,826,1,t
1001828,1002243,110,1,t
1001829,1004190,543,1,f
1001830,1002482,439,7,f
1001831,1004434,732,28,f
1001832,1003077,715,5,f
1001833,1003297,654,2,f
1001834,1001203,133,5,t
1001835,1002866,142,14,f
1001836,1003067,491,5,t
1001837,1002916,25,1,t
1001838,1004940,120,7,f
1001839,1003246,376,3,t
1001840,1001284,543,365,f
1001841,1000483,850,28,f
1001842,1000265,95,7,t
1001843,1003504,619,7,t
1001844,1000830,84,1,f
1001845,1001529,952,4,f
1001846,1000171,322,28,f
1001847,1004455,416,5,f
1001848,1000962,590,5,t
1001849,1001156,848,5,t
1001850,1001870,27,5,f
1001851,1002865,590,5,t
1001852,1004542,677,7,f
1001853,1003882,884,7,f
1001854,1002236,18,145,t
1001855,1000594,198,14,f
1001856,1000950,720,7,t
1001857,1001946,557,14,t
1001858,1001394,14,28,f
1001859,1002765,972,7,f
1001860,1002942,274,14,f
1001861,1002198,106,1,t
1001862,1002890,446,2,f
1001863,1001504,557,145,f
1001864,1002695,284,5,t
1001865,1002107,685,365,f
1001866,1000556,183,14,f
1001867,1000328,790,365,t
1001868,1002702,126,365,f
1001869,1000843,861,365,t
1001870,1000492,298,7,t
1001871,1002114,875,14,f
1001872,1000699,651,2,f
1001873,1004874,784,5,f
1001874,1002891,353,28,f
1001875,1001689,415,14,f
1001876,1001625,965,28,t
1001877,1003701,163,5,t
1001878,1002599,5,3,f
1001879,1001720,139,14,f
1001880,1004386,168,7,f
1001881,1000500,832,145,t
1001882,1004349,339,365,t
1001883,1003837,634,365,t
1001884,1003769,163,145,t
1001885,1002064,289,2,t
1001886,1000562,522,28,t
1001887,1001169,788,1,f
1001888,1004035,626,145,t
1001889,1003770,232,2,f
1001890,1000348,836,3,f
1001891,1003263,692,7,t
1001892,1001288,997,145,t
1001893,1001450,798,4,f
1001894,1002252,839,3,f
1001895,1002574,169,4,t
1001896,1004862,686,14,f
1001897,1002493,663,7,f
1001898,1004712,180,5,f
1001899,1001880,366,365,t
1001900,1002978,353,5,f
1001901,1003015,800,3,t
1001902,1000360,105,1,f
1001903,1003548,24,1,t
1001904,1002832,717,145,f
1001905,1004648,565,145,f
1001906,1001169,134,3,t
1001907,1002888,679,7,f
1001908,1000105,164,1,t
1001909,1004929,750,7,f
1001910,1002201,769,2,f
1001911,1004069,508,2,t
1001912,1002720,698,3,t
1001913,1000056,61,28,t
1001914,1000701,756,14,t
1001915,1002183,261,7,t
1001916,1003068,411,1,f
1001917,1002163,71,145,t
1001918,1000656,235,4,t
1001919,1000161,705,145,f
1001920,1003918,845,2,f
1001921,1003139,912,28,f
1001922,1004895,865,14,t
1001923,1004058,196,7,t
1001924,1001760,263,28,t
1001925,1002463,790,7,t
1001926,1002293,628,145,t
1001927,1004422,7,14,f
1001928,1001102,157,3,f
1001929,1000169,165,1,t
1001930,1002995,868,145,t
1001931,1002411,754,4,t
1001932,1002368,647,145,f
1001933,1003361,98,4,f
1001934,1003513,139,28,f
1001935,1004918,491,145,f
1001936,1002830,365,4,f
1001937,1001614,866,3,f
1001938,1003822,974,14,t
1001939,1003048,279,7,t
1001940,1004295,408,4,t
1001941,1000997,622,4,t
1001942,1002666,720,365,f
1001943,1003255,814,5,f
1001944,1002859,64,28,t
1001945,1000624,519,145,t
1001946,1002800,574,365,t
1001947,1002114,737,145,f
1001948,1001014,952,3,t
1001949,1003392,936,3,t
1001950,1004910,802,365,f
1001951,1004062,877,7,f
1001952,1004096,277,3,t
1001953,1004989,192,4,t
1001954,1000352,838,3,f
1001955,1004835,556,1,t
1001956,1002182,947,3,t
1001957,1000861,692,7,f
1001958,1001518,594,1,f
1001959,1002777,722,7,t
1001960,1004346,779,145,f
1001961,1003722,123,3,t
1001962,1002849,981,14,t
1001963,1004569,274,14,t
1001964,1004887,104,4,t
1001965,1001694,106,5,t
1001966,1000667,975,14,f
1001967,1004129,761,5,t
1001968,1000147,149,7,f
1001969,1003134,256,28,t
1001970,1003864,535,365,f
1001971,1001989,812,2,f
1001972,1004944,801,7,f
1001973,1003993,290,4,t
1001974,1004323,63,14,f
1001975,1004819,192,28,f
1001976,1003955,86,7,t
1001977,1001017,260,1,t
1001978,1003164,384,365,t
1001979,1000585,633,5,t
1001980,1001462,78,365,t
1001981,1000818,407,14,t
1001982,1000441,278,145,t
1001983,1001603,160,2,t
1001984,1001998,214,2,f
1001985,1000555,207,3,f
1001986,1000680,74,3,f
1001987,1004158,238,365,t
1001988,1000442,15,1,t
1001989,1000186,737,1,t
1001990,1004085,27,4,t
1001991,1004563,193,4,t
1001992,1004788,410,5,f
1001993,1000127,253,365,t
1001994,1001900,850,3,t
