venue_id,venue_name,address,zip_code,rating,company_id
1001141,Orin,2752 Fulton Plaza,41271,4.5,1001205
1001142,Dryden,3876 Moland Drive,37206,4.6,1003621
1001143,Fieldstone,8 Maryland Point,40390,2.0,1003101
1001144,Oxford,6195 Melvin Alley,14724,3.8,1003654
1001145,Reinke,02130 Caliangt Trail,17372,4.2,1003928
1001146,Merchant,91 Debs Trail,66606,2.1,1000962
1001147,Scofield,4 Badeau Crossing,95988,3.8,1000805
1001148,Duke,196 Arrowood Park,38666,1.3,1004771
1001149,Bartillon,82 Donald Point,49322,1.3,1000676
1001150,Lunder,07250 Forster Street,84058,2.1,1004763
1001151,Swallow,1 Arkansas Center,1081,1.1,1001983
1001152,Dapin,187 Orin Street,10549,3.2,1001279
1001153,Del Sol,95 Duke Plaza,13601,1.7,1001459
1001154,Elka,67 Superior Point,72207,4.5,1004766
1001155,Sherman,941 Red Cloud Trail,88007,1.9,1004531
1001156,Oak,13075 Fisk Circle,33523,1.9,1004763
1001157,Washington,9 Pankratz Drive,46951,4.2,1001474
1001158,Macpherson,9831 Farwell Street,92587,2.2,1003464
1001159,Waywood,2151 Dorton Junction,14092,2.1,1003755
1001160,Upham,3 Ryan Court,42202,4.4,1002399
1001161,Superior,00325 Vahlen Street,45231,4.4,1001752
1001162,Oxford,9 Coolidge Place,16854,4.9,1003532
1001163,Redwing,7473 Northfield Lane,70514,1.9,1004196
1001164,Michigan,17 Service Street,63732,3.1,1000102
1001165,Crowley,851 Monica Pass,73041,2.2,1002670
1001166,Declaration,0535 Browning Crossing,58276,1.5,1003799
1001167,Spohn,8 Weeping Birch Point,49033,3.8,1003056
1001168,Dorton,45921 Elka Terrace,5762,2.2,1000889
1001169,Meadow Ridge,33707 Melby Avenue,36456,4.8,1001914
1001170,Sommers,34 Arapahoe Center,92249,3.4,1004303
1001171,Crownhardt,1 Leroy Terrace,77406,2.5,1002848
1001172,Kinsman,6704 Fallview Lane,18915,4.9,1001860
1001173,Debs,09 Arizona Terrace,29334,2.6,1001520
1001174,Steensland,14 Dryden Place,48906,4.9,1004175
1001175,Nancy,8 Autumn Leaf Parkway,94588,4.6,1002295
1001176,Fordem,15434 Sutherland Point,57226,3.1,1004975
1001177,Kim,180 Reindahl Park,58460,1.9,1002607
1001178,Summerview,60 Oak Valley Plaza,31025,4.0,1001753
1001179,Burning Wood,109 Mesta Street,71721,2.9,1000174
1001180,5th,03480 Dunning Hill,15323,4.5,1000118
1001181,Vera,73 4th Court,97523,3.6,1002091
1001182,Red Cloud,582 Bunker Hill Circle,70752,4.0,1000565
1001183,Blue Bill Park,25283 Dwight Way,12973,3.5,1001313
1001184,Superior,1745 Norway Maple Park,1545,4.2,1003712
1001185,Sage,12380 Sage Junction,24015,3.6,1001495
1001186,Declaration,7 Parkside Parkway,73063,3.0,1000412
1001187,Emmet,5109 Judy Pass,2861,3.8,1003327
1001188,Novick,43 Karstens Point,59323,4.6,1003960
1001189,Anhalt,1285 4th Point,23888,1.3,1004480
1001190,Algoma,1 Aberg Park,1562,3.6,1002351
1001191,Rockefeller,2 Village Terrace,34207,4.5,1003879
1001192,Southridge,22207 Donald Way,12472,3.9,1002760
1001193,Heffernan,6479 Lakewood Gardens Crossing,35475,3.2,1002969
1001194,Oak,23 Lakeland Park,46157,4.7,1003480
1001195,Darwin,19218 Vahlen Plaza,28215,1.6,1002518
1001196,Westend,2210 American Road,80723,3.4,1004083
1001197,Dunning,1880 Larry Place,85306,4.6,1003102
1001198,Portage,45 Redwing Crossing,47408,1.6,1004365
1001199,Bluejay,5846 Kedzie Center,610,2.3,1000572
1001200,Rockefeller,34 Mallard Place,2131,2.8,1002217
1001201,International,4051 Shasta Circle,39534,1.2,1003484
1001202,Bultman,0052 Meadow Ridge Point,6461,4.5,1004546
1001203,Ridge Oak,57 Village Green Terrace,68436,4.4,1003866
1001204,Shopko,6 Park Meadow Pass,83332,4.8,1003956
1001205,Graedel,328 Westridge Center,8544,2.5,1001411
1001206,Lighthouse Bay,1 Luster Park,89446,4.7,1001925
1001207,Clove,3322 Melrose Court,56032,1.7,1004999
1001208,Jenna,3659 Lakewood Junction,42038,2.1,1001856
1001209,Fremont,51101 Ohio Alley,77318,2.0,1001955
1001210,Del Mar,149 Di Loreto Terrace,55408,2.1,1000531
1001211,Bartillon,47 Mallory Hill,6248,1.6,1001403
1001212,Mockingbird,89 Gale Way,64491,2.9,1003497
1001213,Doe Crossing,712 4th Avenue,28031,1.3,1000824
1001214,Bobwhite,14 Del Sol Road,77089,1.5,1000971
1001215,Browning,6 Summit Circle,52065,3.9,1001490
1001216,Lake View,25 Schurz Hill,32306,4.1,1004403
1001217,Golden Leaf,47052 Pankratz Alley,43155,2.0,1004846
1001218,Arkansas,3376 Larry Avenue,50447,3.7,1003341
1001219,Independence,48 Spaight Park,48504,3.0,1004690
1001220,Havey,354 Quincy Plaza,48722,2.5,1001720
1001221,Tennessee,07591 Maryland Way,72387,5.0,1001170
1001222,Bay,63829 Everett Lane,27878,4.3,1002900
1001223,Golden Leaf,09481 Loomis Court,79699,1.8,1000541
1001224,Carey,2935 Annamark Road,11577,2.6,1001245
1001225,Tennyson,9735 Brentwood Alley,54646,2.2,1001168
1001226,Messerschmidt,3 Green Road,2861,4.5,1004477
1001227,Kennedy,16 Sommers Trail,56122,4.8,1001981
1001228,Dapin,56180 Quincy Court,79566,4.8,1002697
1001229,Bunting,25759 Eastwood Alley,2771,4.6,1000001
1001230,Gale,2 Ridge Oak Crossing,75043,3.2,1000448
1001231,Springs,1 Lotheville Lane,17835,2.8,1003031
1001232,Transport,951 Meadow Valley Circle,44730,1.0,1000406
1001233,Redwing,75851 Goodland Hill,57533,1.4,1001045
1001234,Elka,26248 Towne Road,72533,1.5,1000811
1001235,Haas,19141 Lakewood Drive,94513,3.9,1000291
1001236,Drewry,516 Spohn Crossing,25159,4.5,1001864
1001237,Coolidge,39767 Mosinee Parkway,62953,3.9,1002749
1001238,Linden,5213 5th Park,86314,2.6,1001247
1001239,Mallard,2 Farwell Junction,43968,3.9,1001156
1001240,Holy Cross,773 Starling Hill,50456,3.6,1003314
1001241,7th,0 Scofield Center,51546,4.3,1000033
1001242,Melody,65 Heffernan Road,56535,1.3,1003183
1001243,Bayside,52353 Vernon Drive,19001,3.1,1000597
1001244,Lerdahl,6 Sherman Avenue,73162,3.6,1002656
1001245,Spaight,486 Mccormick Center,75032,4.0,1004946
1001246,Farragut,802 Veith Alley,24867,1.8,1004916
1001247,Manufacturers,8852 Mariners Cove Avenue,90001,2.0,1004346
1001248,Hoffman,0 Sheridan Center,56651,4.8,1001548
1001249,Caliangt,913 Hauk Plaza,32612,1.8,1002056
1001250,Summit,56 Steensland Terrace,12589,2.5,1001412
1001251,Vidon,06 Scott Street,69034,4.1,1001875
1001252,4th,72015 Atwood Lane,83120,3.3,1002391
1001253,Garrison,41915 Washington Crossing,59450,2.5,1002188
1001254,Beilfuss,6 Bultman Place,38462,2.2,1003207
1001255,Thompson,8031 Melby Terrace,85339,4.8,1000095
1001256,Nancy,3923 Roth Trail,24464,2.2,1000673
1001257,Clarendon,1657 Rieder Park,36856,2.9,1002908
1001258,Ridgeway,9 Crest Line Street,50431,1.3,1002504
1001259,Twin Pines,10672 Dexter Pass,37860,3.1,1002535
1001260,Monterey,949 La Follette Plaza,40380,3.9,1001784
1001261,Harper,28 Summit Road,54247,2.4,1003872
1001262,Lakewood Gardens,732 Sage Terrace,31553,4.4,1002893
1001263,Mosinee,6 Dahle Crossing,23236,1.9,1001983
1001264,Ridge Oak,69 Stoughton Trail,28203,3.4,1003873
1001265,Bartelt,5 Luster Way,23395,3.1,1000933
1001266,Schurz,9 Myrtle Point,57451,2.1,1001504
1001267,Sloan,71870 Moose Circle,77590,2.8,1000845
1001268,Sage,7163 Red Cloud Pass,65676,2.7,1002377
1001269,Columbus,473 Fallview Terrace,45871,3.8,1000747
1001270,Debra,6411 Stuart Alley,18103,4.5,1002089
1001271,Melby,6515 Weeping Birch Trail,25977,4.3,1000236
1001272,Surrey,0 Pond Plaza,7009,1.3,1000389
1001273,Fairview,14 Elmside Terrace,95125,3.4,1004577
1001274,Pawling,422 Sage Pass,61554,4.0,1001124
1001275,Annamark,421 Westend Way,21217,4.3,1003250
1001276,Heath,8 Carioca Road,96789,2.6,1002911
1001277,Paget,7811 Scoville Lane,66544,3.9,1001106
1001278,Aberg,002 Dahle Parkway,46975,4.6,1002694
1001279,Manley,4 Fallview Plaza,12837,2.9,1000919
1001280,Dapin,20 American Circle,28690,4.4,1004541
1001281,Butternut,2647 Florence Hill,80826,2.7,1002963
1001282,Rowland,5809 Dahle Park,78130,3.0,1001280
1001283,Elka,55958 Prairie Rose Terrace,79058,4.7,1002566
1001284,Monica,8 Crownhardt Avenue,8091,3.1,1001905
1001285,Kipling,54 Kropf Point,25115,3.8,1004537
1001286,Talmadge,64 Upham Way,56634,3.0,1004874
1001287,Novick,8034 Rusk Center,37762,4.9,1002879
1001288,Ryan,47946 Clove Terrace,47640,4.9,1004767
1001289,Welch,1680 Sachs Alley,20260,2.6,1000772
1001290,Laurel,6857 Rigney Hill,16693,1.4,1003930
1001291,Park Meadow,5 Doe Crossing Park,84645,4.7,1000347
1001292,Burning Wood,4 Service Junction,54726,3.5,1001848
1001293,Birchwood,6 Victoria Terrace,68934,4.1,1001702
1001294,Blaine,251 Waubesa Hill,40360,4.1,1000516
1001295,Loftsgordon,10 Mandrake Terrace,56569,4.9,1000446
1001296,Warrior,8114 Pawling Alley,47339,5.0,1002454
1001297,Barnett,088 Homewood Court,24092,1.6,1000351
1001298,Harbort,9686 Hagan Center,26105,1.1,1004099
1001299,Morningstar,943 Stuart Road,17851,4.2,1004819
1001300,Waxwing,962 Merrick Lane,11766,2.4,1002094
1001301,Maryland,7190 Declaration Trail,60051,2.0,1002306
1001302,Porter,98 Schiller Junction,80721,3.8,1002393
1001303,Stoughton,8865 Eagle Crest Park,45255,1.3,1004686
1001304,Arkansas,84145 Columbus Trail,6420,3.9,1003200
1001305,Doe Crossing,95310 La Follette Terrace,75143,2.3,1000971
1001306,Sommers,58 American Ash Crossing,62010,2.9,1001520
1001307,Chive,84083 Crowley Drive,17056,3.2,1000311
1001308,Pepper Wood,174 Brentwood Terrace,26681,2.2,1003667
1001309,Brickson Park,42843 Merrick Road,20743,4.9,1001869
1001310,Brown,5314 Manley Pass,64641,4.8,1003316
1001311,Annamark,8131 Banding Hill,46374,4.9,1003754
1001312,Oak Valley,54 Vera Plaza,61453,4.0,1002524
1001313,Sullivan,962 Dakota Lane,15680,4.4,1002869
1001314,Karstens,533 Raven Trail,77320,4.1,1002747
1001315,Canary,30734 Mitchell Trail,80439,3.5,1002674
1001316,Vahlen,0646 Sunfield Lane,33634,1.7,1002601
1001317,Calypso,770 Sommers Way,56065,4.5,1002489
1001318,Pawling,1 Brown Trail,87578,1.3,1000324
1001319,Hansons,78 Golf Avenue,28778,3.7,1000267
1001320,Lillian,10 Anderson Place,19437,3.4,1003227
1001321,Morning,47731 Killdeer Point,90740,4.6,1002246
1001322,Utah,87 Dawn Terrace,12872,1.6,1002431
1001323,Almo,3470 Spohn Lane,63362,3.5,1001772
1001324,Dunning,0 Banding Point,87577,2.6,1001677
1001325,Schmedeman,17786 Little Fleur Avenue,76875,4.7,1004135
1001326,Parkside,84 Glacier Hill Pass,26714,2.5,1000078
1001327,Johnson,16 Rutledge Parkway,33408,2.0,1004913
1001328,Rusk,130 Knutson Way,83536,2.9,1004205
1001329,Becker,233 Badeau Court,52530,2.4,1003146
1001330,Reindahl,281 Briar Crest Point,41712,3.6,1004491
1001331,Spaight,3 Eastlawn Avenue,7830,4.0,1000766
1001332,Leroy,655 Saint Paul Trail,44555,1.2,1004471
1001333,Fallview,35 High Crossing Road,38632,3.1,1002990
1001334,Corben,654 Manitowish Trail,7024,2.9,1004504
1001335,International,42032 Haas Road,98105,1.3,1003799
1001336,Summerview,8682 Steensland Court,47433,3.5,1003125
1001337,Algoma,2869 Cascade Road,65203,2.3,1001653
1001338,Kingsford,49 Prairieview Center,14787,4.4,1004314
1001339,Johnson,397 Sachtjen Lane,1370,3.2,1001584
1001340,Mayer,4257 Dwight Terrace,72442,4.6,1000539
1001341,Basil,09146 Westend Place,8510,2.2,1003377
1001342,Bunker Hill,94 Bowman Park,97841,4.7,1003875
1001343,Susan,96 Lerdahl Avenue,58238,4.0,1003897
1001344,Autumn Leaf,66 Shopko Street,79351,2.2,1003256
1001345,Upham,09 Oak Valley Street,17522,2.4,1003802
1001346,Old Shore,301 Tomscot Drive,38665,2.9,1001653
1001347,Ruskin,18 Kinsman Junction,32639,2.1,1003671
1001348,Michigan,9845 Lake View Terrace,41840,4.4,1003178
1001349,Coleman,59 Hanson Place,58641,2.8,1001442
1001350,Tony,42 Londonderry Place,48423,3.0,1002003
1001351,Oakridge,73426 Aberg Road,58005,1.7,1004237
1001352,Comanche,502 Sunbrook Alley,43150,4.8,1002503
1001353,Moose,21897 Corben Place,43130,1.4,1004502
1001354,Center,30 Buell Junction,20002,3.5,1002524
1001355,6th,6 Ridgeway Lane,26586,1.4,1003109
1001356,Packers,49338 Helena Pass,24991,1.8,1003111
1001357,Linden,7700 Vera Parkway,46778,1.9,1002410
1001358,Onsgard,28 La Follette Plaza,43934,4.9,1000703
1001359,Sutteridge,2577 Shasta Junction,35470,1.6,1004966
1001360,Grim,1 Hudson Street,67118,4.8,1000122
1001361,Jay,85759 Luster Road,61377,3.9,1002636
1001362,Oak Valley,7 Hudson Court,79371,3.0,1000705
1001363,Fordem,86360 Talmadge Junction,68648,1.7,1000578
1001364,Sauthoff,40850 Huxley Way,98376,4.6,1004376
1001365,Debs,418 Tennessee Drive,37730,1.5,1003960
1001366,Meadow Valley,569 Atwood Pass,65010,1.3,1002775
1001367,Bayside,6 Crowley Pass,88317,2.6,1002830
1001368,Pine View,282 Maryland Pass,89820,1.7,1000362
1001369,Arkansas,0 Hauk Way,30093,2.6,1003354
1001370,Fremont,1339 Waxwing Place,95410,2.4,1001462
1001371,Hermina,3 Monterey Way,70052,3.2,1000513
1001372,Sullivan,3964 West Road,1529,3.3,1001039
1001373,Chive,9736 Katie Junction,67757,3.1,1001775
1001374,Menomonie,5166 Porter Plaza,55387,4.1,1002949
1001375,Hayes,9 Brown Hill,19802,1.0,1001154
1001376,South,29 Charing Cross Point,62278,3.3,1000081
1001377,Hallows,384 Gerald Point,60305,3.1,1000819
1001378,Fair Oaks,63150 Upham Road,76459,4.2,1001503
1001379,Corscot,9 Mandrake Plaza,20617,4.0,1003703
1001380,Fair Oaks,904 Briar Crest Place,8029,2.7,1001137
1001381,Continental,43644 Charing Cross Junction,14777,4.7,1003111
1001382,Everett,69 Dakota Park,68758,2.5,1001346
1001383,Emmet,1 Ohio Pass,40056,4.2,1003909
1001384,Carioca,251 Chive Lane,22958,1.9,1001193
1001385,Buena Vista,42778 Bowman Street,54985,1.8,1000035
1001386,Stone Corner,6 Rusk Alley,65739,4.4,1001546
1001387,Norway Maple,997 Mockingbird Drive,10171,4.0,1003655
1001388,Little Fleur,7622 Valley Edge Avenue,16024,3.5,1003325
1001389,Goodland,77591 Continental Center,37887,2.4,1001671
1001390,Lien,31179 Cardinal Avenue,44657,4.5,1004910
1001391,Gina,360 Waxwing Junction,7439,1.5,1004430
1001392,Old Gate,8019 Mandrake Place,92382,2.5,1004009
1001393,Bay,07 Homewood Center,40460,3.9,1000818
1001394,Delladonna,6774 Cottonwood Parkway,45015,3.2,1003379
1001395,Nevada,383 Banding Plaza,81062,3.0,1004698
1001396,Doe Crossing,7 Hoard Street,29915,2.7,1002351
1001397,La Follette,9555 West Road,74555,1.1,1000116
1001398,Sugar,0155 Eagan Avenue,57329,1.2,1003243
1001399,Menomonie,8 Springs Avenue,15038,4.0,1004824
1001400,Cottonwood,00 Commercial Lane,93615,3.4,1002999
1001401,Banding,08 Dexter Trail,35802,3.1,1004074
1001402,Troy,0719 Boyd Junction,91001,4.7,1002311
1001403,Mallory,0 Straubel Place,19311,2.2,1000082
1001404,Muir,6680 Carberry Alley,98841,2.8,1000505
1001405,Blackbird,679 Donald Circle,19534,2.4,1004693
1001406,Bluestem,3053 Express Point,75219,1.6,1002365
1001407,Lunder,763 Tomscot Park,63144,4.8,1003527
1001408,Farmco,88882 Hudson Hill,28124,2.9,1003071
1001409,Merchant,25484 Cottonwood Hill,28604,4.1,1004865
1001410,Union,335 Schurz Way,43910,3.8,1003460
1001411,7th,88487 Morrow Trail,17345,3.8,1002800
1001412,Leroy,7 Judy Lane,66532,3.6,1004043
1001413,Pine View,99393 Thackeray Drive,27823,1.7,1004088
1001414,Fulton,0652 Independence Plaza,63874,2.7,1001688
1001415,Forster,61 Killdeer Circle,28757,3.2,1001706
1001416,Maywood,461 Katie Park,62902,1.3,1000296
1001417,Lukken,22 Blaine Center,1082,3.8,1002646
1001418,Kennedy,9 Waywood Drive,93225,1.5,1002034
1001419,Esch,3360 Lien Parkway,94130,2.9,1003020
1001420,Morning,72 Kropf Junction,6111,3.8,1000946
1001421,Sachtjen,4948 Park Meadow Place,52772,4.4,1001192
1001422,Mcbride,6 Jay Circle,33434,3.2,1002501
1001423,Maryland,3 Lakeland Court,28555,3.0,1004472
1001424,Killdeer,06539 Superior Avenue,71438,1.1,1001901
1001425,Longview,74999 Sullivan Avenue,81091,2.4,1002250
1001426,Burning Wood,107 Lakeland Parkway,27516,2.3,1002748
1001427,Boyd,43 Heath Trail,50544,2.8,1000636
1001428,Summerview,204 Harper Way,20676,2.8,1003140
1001429,Troy,0 Sherman Alley,5664,2.8,1004263
1001430,Mallard,79 Bayside Center,8087,2.4,1002100
1001431,Bashford,5 Judy Point,80759,4.2,1002221
1001432,East,27 Cody Center,65787,1.1,1004643
1001433,Brickson Park,637 Kings Center,68531,1.8,1003622
1001434,Hanover,55423 Lakewood Plaza,71941,2.6,1003278
1001435,Forster,35 Ridge Oak Alley,71466,1.8,1001756
1001436,Schmedeman,4 Lakewood Gardens Hill,30182,1.8,1002283
1001437,Tennessee,8 Sunnyside Street,85019,2.5,1004044
1001438,Oak,2 Lunder Hill,17534,1.7,1004751
1001439,Kim,4766 Mifflin Center,25630,1.6,1000059
1001440,Browning,245 Maple Wood Place,43824,1.1,1000638
1001441,Debs,58 Bobwhite Point,6450,3.2,1004691
1001442,Badeau,31641 Maple Center,42035,2.5,1000212
1001443,Lunder,4 West Trail,16633,3.9,1001164
1001444,Dakota,0 Arapahoe Alley,66606,2.7,1002469
1001445,Tennyson,9221 Blaine Park,49456,3.5,1002454
1001446,Sundown,7 Grayhawk Street,48362,2.5,1003913
1001447,Arrowood,528 Charing Cross Lane,2145,2.2,1002126
1001448,Crownhardt,026 Brickson Park Place,95224,1.4,1002042
1001449,Claremont,2 Heath Trail,98852,1.1,1004555
1001450,Lillian,0625 Haas Crossing,46809,3.0,1004307
1001451,Lukken,73624 5th Parkway,67023,4.9,1004283
1001452,Bowman,3 Forster Trail,19403,5.0,1003494
1001453,Oxford,9 Mallory Place,74576,1.1,1002298
1001454,Cambridge,790 3rd Road,44276,1.2,1003520
1001455,Dunning,1170 Coolidge Crossing,19943,3.2,1001013
1001456,Hudson,64 Oxford Junction,24122,3.4,1001524
1001457,Marcy,65429 Arrowood Point,7203,4.3,1001294
1001458,Katie,15 Forest Dale Street,5143,1.8,1002784
1001459,Crownhardt,8735 Toban Court,13329,2.7,1002679
1001460,Butterfield,5735 Bunting Terrace,46221,1.7,1004061
1001461,Norway Maple,994 Hanson Hill,32440,3.3,1002556
1001462,Sachtjen,8 Di Loreto Pass,37220,2.6,1002181
1001463,School,198 Express Avenue,50519,2.1,1003525
1001464,Village Green,54789 Lillian Drive,12784,2.3,1004602
1001465,Thackeray,612 Morningstar Junction,29018,1.8,1002834
1001466,Meadow Valley,67136 Arapahoe Point,32431,1.9,1003589
1001467,Elmside,05822 Washington Place,68833,4.3,1003366
1001468,American Ash,708 Troy Street,94569,2.9,1004192
1001469,Dayton,75985 Jenna Park,40816,4.3,1003854
1001470,6th,04045 Utah Point,22211,2.8,1003769
1001471,Dunning,4666 Kennedy Lane,6335,2.1,1003026
1001472,Mallory,1573 Melvin Street,72923,3.7,1003473
1001473,Dahle,8569 Loftsgordon Park,70352,1.5,1004308
1001474,1st,98 Colorado Street,14072,1.4,1004398
1001475,Lukken,41 Darwin Crossing,41051,1.6,1002718
1001476,Lyons,4089 Larry Drive,64701,2.8,1003688
1001477,Elka,01249 Sugar Avenue,13862,2.4,1000621
1001478,Maple,1052 Troy Way,45630,2.3,1002048
1001479,Cottonwood,21 Arapahoe Park,47470,3.6,1002249
1001480,Pearson,55022 Di Loreto Hill,61324,2.6,1002471
1001481,Nova,9547 Kedzie Place,16240,4.5,1000925
1001482,Boyd,65888 Carey Point,79073,2.6,1000006
1001483,Dennis,36 Warner Hill,24121,1.3,1003887
1001484,Myrtle,436 Portage Parkway,51015,1.9,1003917
1001485,Everett,40 Dexter Way,26717,3.3,1003780
1001486,Cardinal,537 Wayridge Park,80926,2.3,1000740
1001487,Harper,4587 Jay Parkway,45162,4.1,1001703
1001488,Truax,3494 Longview Road,40202,3.3,1004490
1001489,Troy,9 Commercial Circle,44450,2.2,1003372
1001490,Summit,51 Marquette Road,95918,3.6,1001021
1001491,Mifflin,85 Vera Hill,82426,1.0,1001870
1001492,Buhler,64972 Pankratz Point,58270,3.5,1000066
1001493,Lotheville,64003 Mockingbird Drive,15757,1.9,1002330
1001494,Rusk,83842 Forest Plaza,40729,2.1,1003249
1001495,American Ash,2153 Randy Trail,22578,1.9,1004116
1001496,Bowman,7 Thompson Circle,68831,2.4,1001424
1001497,Shopko,2124 Cardinal Plaza,36205,3.3,1004104
1001498,Bayside,4 Schlimgen Pass,68751,2.4,1003545
1001499,Mifflin,90206 Golden Leaf Way,44250,2.3,1004136
1001500,Trailsway,03 Quincy Circle,11549,3.3,1003015
1001501,Schiller,714 West Hill,12864,3.2,1004423
1001502,Bayside,2 Randy Avenue,26617,3.7,1001547
1001503,Truax,5938 Carberry Drive,27839,4.6,1002987
1001504,Norway Maple,4950 Crest Line Court,28152,3.6,1000298
1001505,Gina,55133 Randy Hill,80750,3.5,1004854
1001506,Southridge,49481 Derek Circle,46103,1.5,1003733
1001507,Barnett,01169 Lerdahl Terrace,13859,3.6,1001561
1001508,Myrtle,431 American Junction,74456,3.1,1003920
1001509,Sherman,88 6th Way,85132,1.2,1004387
1001510,Hollow Ridge,452 Washington Center,70764,3.1,1004005
1001511,Clarendon,862 Mosinee Junction,71242,1.3,1004685
1001512,North,79057 Hallows Pass,64106,2.0,1000460
1001513,Sommers,02640 Orin Lane,19007,1.3,1001772
1001514,Prentice,7 Drewry Parkway,59069,2.2,1001258
1001515,Gateway,9320 Sommers Place,16748,5.0,1002746
1001516,Emmet,01238 Manitowish Center,71065,4.7,1001931
1001517,Mccormick,60575 Stoughton Drive,18333,1.6,1000026
1001518,North,0 Meadow Ridge Court,24867,4.5,1000895
1001519,Boyd,1 Montana Circle,92283,3.6,1004249
1001520,Eastwood,486 Luster Place,74881,1.9,1001015
1001521,Grayhawk,0829 Sheridan Trail,38759,1.0,1003454
1001522,Petterle,51037 Spenser Street,7042,3.0,1002281
1001523,Schlimgen,9096 Kings Lane,83672,4.0,1000623
1001524,Thompson,341 Burrows Hill,49930,2.1,1001314
1001525,Charing Cross,9 Sunbrook Road,68980,1.2,1003805
1001526,Warrior,46617 Maryland Hill,36756,4.0,1002324
1001527,Service,184 Hooker Circle,15009,4.2,1000836
1001528,Pawling,68 Pierstorff Way,99204,4.3,1000190
1001529,Stuart,2 Buena Vista Crossing,23416,4.3,1002793
1001530,Jay,8620 Ryan Place,58768,1.8,1000561
1001531,Rutledge,14867 Washington Place,56479,2.9,1002864
1001532,Knutson,90007 Kensington Point,7206,4.6,1003043
1001533,Lakewood Gardens,7 Farmco Parkway,55923,3.4,1001312
1001534,Elgar,43 Annamark Point,48091,2.6,1001365
1001535,Miller,337 Bultman Street,90034,4.9,1003913
1001536,Dottie,66156 Bluejay Hill,41647,4.5,1000246
1001537,Corscot,70074 Bellgrove Road,87520,4.7,1003554
1001538,Carey,8113 5th Crossing,10976,2.1,1000575
1001539,Schlimgen,7 Comanche Trail,11727,4.1,1004335
1001540,Lukken,91 School Crossing,33013,3.6,1000862
1001541,Bluestem,90559 Beilfuss Park,97035,2.9,1003822
1001542,Pond,0 Buell Street,13305,2.2,1003429
1001543,Kinsman,991 Meadow Valley Court,14453,4.9,1003421
1001544,Prairieview,746 Lyons Road,92131,1.1,1000183
1001545,Morning,12418 Erie Way,27278,5.0,1000280
1001546,Ohio,2 Corscot Center,56319,4.4,1004901
1001547,Elka,79691 Chinook Place,27549,2.4,1000313
1001548,Clyde Gallagher,2 Boyd Road,50038,1.0,1003406
1001549,Lindbergh,7347 Merry Drive,87040,4.1,1000955
1001550,Oneill,5193 Valley Edge Point,5032,3.5,1000782
1001551,Farragut,4 Corry Place,5071,4.4,1000450
1001552,Quincy,67928 Cody Terrace,37153,1.6,1001924
1001553,Miller,9849 Nelson Parkway,32909,2.1,1003619
1001554,Mosinee,4972 Mitchell Crossing,46771,2.2,1004276
1001555,Swallow,9191 Del Sol Center,16865,4.8,1003756
1001556,Ruskin,26 Mcbride Street,41548,4.3,1002843
1001557,Hermina,78 Mallard Point,76309,3.6,1002150
1001558,Morrow,20 Harper Park,97817,4.6,1001653
1001559,Sullivan,53 Summer Ridge Point,87723,1.6,1001237
1001560,Lotheville,83177 Dapin Road,57266,3.5,1000228
1001561,Surrey,52101 Mcbride Center,59263,4.2,1003771
1001562,Farmco,05 Norway Maple Crossing,97487,4.8,1002199
1001563,Lawn,56 Porter Lane,5656,2.4,1004912
1001564,Milwaukee,24499 Golf Course Trail,58007,1.3,1001382
1001565,Riverside,33242 Lawn Lane,53158,1.9,1002119
1001566,Harbort,99864 Shopko Circle,15666,2.3,1004243
1001567,Messerschmidt,42464 Lighthouse Bay Center,10803,5.0,1001232
1001568,Bonner,41 Carpenter Hill,88422,2.7,1003203
1001569,Spohn,4879 Fisk Way,83325,1.2,1004290
1001570,Eagan,5 Rutledge Hill,80241,2.4,1004437
1001571,Dakota,3 Ryan Crossing,64040,1.8,1002340
1001572,Eggendart,877 Hallows Lane,66221,2.3,1001385
1001573,South,2 Mallard Trail,8004,4.3,1001321
1001574,Green,7 Lindbergh Road,28739,4.7,1003963
1001575,Homewood,7219 Erie Lane,64490,3.9,1001708
1001576,Farmco,0879 Union Pass,21842,3.2,1000563
1001577,Annamark,3056 Hovde Street,59451,4.0,1000790
1001578,Dahle,159 Sutherland Avenue,44030,2.2,1000610
1001579,Express,98 Aberg Point,4664,3.1,1004369
1001580,Vidon,583 Petterle Trail,23860,1.7,1001640
1001581,New Castle,86561 Saint Paul Court,64747,4.7,1001623
1001582,Norway Maple,608 Hayes Circle,18825,1.7,1003813
1001583,Manufacturers,7 Jackson Pass,33449,2.2,1001574
1001584,Myrtle,67 Kim Crossing,26222,1.9,1002750
1001585,1st,7058 Grim Alley,66436,2.2,1003404
1001586,Summer Ridge,47992 Del Sol Way,62547,4.1,1001797
1001587,Nelson,646 Acker Way,3441,3.0,1002472
1001588,Northridge,6283 Utah Hill,62427,4.0,1001557
1001589,Esker,47 Hudson Court,76226,2.8,1003610
1001590,Maple Wood,0942 Morning Plaza,79056,3.5,1001883
1001591,Bonner,307 Mccormick Street,32669,3.5,1003885
1001592,Fuller,19602 Parkside Lane,15870,4.2,1004483
1001593,Westport,64 Oak Circle,46181,3.2,1000129
1001594,Everett,053 Comanche Place,37892,1.6,1002057
1001595,Luster,6 Daystar Avenue,53925,4.1,1003625
1001596,Clyde Gallagher,2 Dakota Drive,62479,1.8,1002397
