purchase_id,rent_id,user_id,purchase
1001148,1004426,1000914,10-08-2020 00:37
1001149,1002236,1002349,21-05-2020 04:07
1001150,1003188,1004352,04-05-2020 16:54
1001151,1001732,1000350,30-10-2016 01:47
1001152,1004595,1000188,16-04-2020 13:57
1001153,1003391,1003703,02-10-2021 02:15
1001154,1003666,1001016,14-12-2019 05:59
1001155,1002351,1002183,03-07-2019 17:17
1001156,1003621,1000530,03-05-2019 05:36
1001157,1003322,1002640,23-06-2019 21:32
1001158,1003534,1003368,21-11-2021 20:26
1001159,1001687,1000302,16-02-2018 09:19
1001160,1004346,1004973,30-04-2017 21:10
1001161,1004780,1000922,16-03-2021 07:10
1001162,1000924,1003116,30-05-2020 17:13
1001163,1000560,1004819,03-07-2021 08:57
1001164,1003138,1001434,21-01-2022 06:31
1001165,1004582,1003830,03-12-2016 22:08
1001166,1002669,1000869,02-07-2018 03:16
1001167,1000828,1002265,21-09-2018 05:33
1001168,1003694,1000816,17-08-2019 14:58
1001169,1002045,1003567,06-07-2018 18:54
1001170,1000643,1000551,12-09-2021 06:36
1001171,1004192,1002970,08-09-2019 21:20
1001172,1001868,1002904,31-07-2017 21:01
1001173,1004367,1001550,16-07-2017 06:38
1001174,1004915,1002993,17-08-2017 22:39
1001175,1002826,1003361,26-02-2016 16:02
1001176,1000476,1002811,25-04-2022 15:09
1001177,1000564,1003251,14-06-2016 04:00
1001178,1004673,1000950,30-04-2018 22:46
1001179,1002248,1004255,03-03-2022 05:18
1001180,1002279,1003692,09-11-2017 02:17
1001181,1002324,1004303,26-11-2016 15:43
1001182,1001358,1000027,30-08-2018 10:08
1001183,1004600,1002533,20-12-2018 05:33
1001184,1004074,1003314,17-11-2016 12:43
1001185,1000503,1004273,26-05-2018 22:07
1001186,1000999,1000214,05-02-2021 06:12
1001187,1000590,1001839,18-02-2022 16:50
1001188,1002572,1002371,16-02-2016 22:49
1001189,1004208,1001032,08-08-2020 13:44
1001190,1001393,1001639,25-03-2021 01:46
1001191,1004653,1002858,21-03-2016 17:10
1001192,1000069,1001921,19-08-2016 11:55
1001193,1002561,1003211,15-08-2020 05:40
1001194,1002995,1002730,24-10-2020 19:47
1001195,1000231,1000814,08-07-2019 20:17
1001196,1003909,1001444,16-04-2018 21:10
1001197,1000714,1002015,21-07-2022 12:40
1001198,1000249,1003112,31-03-2022 04:52
1001199,1004088,1001879,14-02-2022 17:38
1001200,1001147,1002393,18-05-2016 18:52
1001201,1003937,1002543,29-07-2018 09:17
1001202,1003743,1001284,03-05-2018 12:36
1001203,1000008,1000214,01-11-2017 16:37
1001204,1000835,1002805,12-05-2018 06:28
1001205,1003642,1001226,20-11-2016 16:04
1001206,1000933,1003445,25-10-2022 02:34
1001207,1004073,1004913,06-09-2020 22:38
1001208,1004829,1000432,15-10-2020 14:45
1001209,1000722,1002062,19-06-2020 09:19
1001210,1003748,1004362,11-06-2022 04:32
1001211,1003412,1004220,10-02-2017 22:38
1001212,1003030,1002957,26-08-2018 18:46
1001213,1002328,1001033,20-08-2016 16:09
1001214,1000516,1003524,07-12-2016 10:35
1001215,1000975,1002143,17-02-2016 10:29
1001216,1003903,1001795,10-01-2022 09:09
1001217,1004490,1003800,07-10-2019 23:34
1001218,1002699,1004448,19-03-2017 09:55
1001219,1001652,1001246,11-08-2018 18:53
1001220,1003802,1002815,01-02-2016 13:36
1001221,1003942,1004376,13-07-2016 19:38
1001222,1002580,1001284,25-09-2016 21:16
1001223,1002994,1000643,16-10-2017 08:51
1001224,1004847,1000012,26-10-2020 07:51
1001225,1004338,1004459,22-05-2017 07:30
1001226,1000163,1000696,18-06-2018 09:11
1001227,1003460,1003106,28-06-2018 07:21
1001228,1002745,1002740,14-05-2020 10:31
1001229,1001667,1000858,02-05-2017 14:21
1001230,1003968,1002354,02-05-2021 08:56
1001231,1004697,1002707,05-06-2018 22:18
1001232,1000201,1004068,16-12-2016 10:44
1001233,1002558,1003887,07-12-2021 23:49
1001234,1004657,1003087,23-02-2020 22:00
1001235,1004019,1004154,03-07-2017 15:16
1001236,1004538,1001741,06-09-2018 20:45
1001237,1003110,1002451,21-03-2018 22:30
1001238,1002322,1000558,11-07-2016 06:49
1001239,1003810,1000915,21-07-2021 03:10
1001240,1002472,1004610,30-06-2022 12:42
1001241,1004829,1000829,24-09-2021 10:53
1001242,1000414,1002261,05-01-2020 03:49
1001243,1004012,1002281,06-02-2020 12:11
1001244,1004445,1001344,12-10-2020 18:45
1001245,1000361,1004899,12-10-2016 03:35
1001246,1000428,1004591,27-02-2020 10:32
1001247,1004666,1002435,25-11-2021 16:13
1001248,1003521,1003201,27-06-2021 12:53
1001249,1003361,1002249,25-10-2018 00:02
1001250,1000469,1003372,30-06-2019 22:15
1001251,1002606,1001781,29-09-2018 02:45
1001252,1002167,1000004,29-12-2021 10:10
1001253,1003051,1001499,27-02-2021 02:59
1001254,1004977,1002283,13-05-2019 12:50
1001255,1003196,1001596,18-02-2021 11:22
1001256,1004163,1003598,24-11-2018 02:20
1001257,1003718,1003709,22-10-2018 14:44
1001258,1003965,1001606,16-03-2017 13:14
1001259,1001239,1000414,09-01-2022 21:52
1001260,1003552,1001877,15-11-2020 11:51
1001261,1002536,1001529,08-09-2016 13:05
1001262,1002067,1001880,27-05-2018 01:27
1001263,1001454,1003317,30-09-2019 21:55
1001264,1002119,1002639,13-11-2021 05:44
1001265,1000665,1003269,28-02-2016 04:00
1001266,1004791,1004478,10-05-2022 01:00
1001267,1001415,1002681,23-09-2019 18:23
1001268,1000148,1001616,09-06-2020 00:42
1001269,1001863,1002038,07-06-2018 18:39
1001270,1004773,1001583,10-04-2019 15:55
1001271,1003632,1003275,28-06-2021 13:21
1001272,1002964,1000261,11-02-2018 18:19
1001273,1004417,1001624,05-12-2021 21:07
1001274,1002548,1001700,27-08-2019 16:09
1001275,1002595,1000379,25-11-2018 20:47
1001276,1003073,1003292,23-10-2020 04:26
1001277,1004862,1001577,11-04-2020 11:53
1001278,1000235,1002090,16-03-2018 01:08
1001279,1000196,1003498,26-01-2017 07:21
1001280,1002501,1003120,17-03-2018 15:15
1001281,1001970,1004120,07-06-2019 07:31
1001282,1003298,1000387,08-09-2020 10:24
1001283,1004803,1000246,02-12-2020 05:21
1001284,1003246,1002488,11-10-2017 21:35
1001285,1002668,1003202,04-06-2018 13:15
1001286,1002894,1004890,04-03-2019 11:10
1001287,1004505,1000901,01-12-2015 15:30
1001288,1002900,1001881,26-12-2015 09:17
1001289,1000741,1000484,25-06-2022 08:50
1001290,1001312,1004750,17-05-2018 08:17
1001291,1001856,1003944,12-08-2016 17:28
1001292,1002985,1000555,01-01-2017 22:34
1001293,1002389,1004030,26-09-2022 06:12
1001294,1000095,1000132,03-03-2020 02:23
1001295,1003601,1003479,11-05-2020 13:11
1001296,1004136,1002728,30-11-2015 09:36
1001297,1002715,1001818,17-07-2018 12:55
1001298,1004042,1000817,21-02-2018 01:16
1001299,1001578,1002253,11-10-2021 03:10
1001300,1000841,1000513,05-07-2020 00:38
1001301,1001368,1004781,07-06-2016 06:22
1001302,1003823,1004647,12-08-2020 23:04
1001303,1002841,1000840,21-08-2018 08:37
1001304,1003561,1003140,06-04-2018 10:01
1001305,1004677,1001186,04-02-2021 08:54
1001306,1002153,1002286,16-08-2020 22:47
1001307,1000300,1004267,10-03-2017 09:29
1001308,1003497,1001867,01-01-2020 22:13
1001309,1002456,1004517,19-03-2022 21:48
1001310,1000036,1000092,12-01-2017 13:31
1001311,1004654,1003268,07-03-2021 22:20
1001312,1001103,1001564,20-10-2019 20:39
1001313,1000932,1002873,22-03-2020 02:01
1001314,1004505,1002866,26-08-2017 18:52
1001315,1000676,1001151,05-05-2022 17:49
1001316,1000882,1003918,28-11-2019 17:36
1001317,1001546,1000372,24-06-2017 09:11
1001318,1000371,1001585,11-11-2018 20:46
1001319,1002115,1003016,27-08-2022 08:09
1001320,1002265,1004055,14-11-2021 05:22
1001321,1002570,1000298,08-01-2019 13:06
1001322,1000639,1001624,17-06-2017 16:20
1001323,1004125,1000029,29-09-2021 08:24
1001324,1001315,1001539,06-02-2016 07:28
1001325,1003571,1000839,10-07-2019 06:48
1001326,1003165,1002264,30-01-2019 00:08
1001327,1003623,1001380,19-12-2015 21:00
1001328,1000045,1000294,06-05-2018 05:46
1001329,1002244,1004653,18-11-2020 15:54
1001330,1000688,1003996,27-08-2022 11:35
1001331,1000070,1000090,31-01-2017 15:41
1001332,1001417,1001643,17-09-2016 05:00
1001333,1001952,1002062,18-10-2019 13:38
1001334,1002248,1001719,12-05-2016 19:48
1001335,1002810,1003581,18-06-2019 23:15
1001336,1002628,1001267,04-12-2021 18:44
1001337,1000749,1001799,09-03-2021 19:16
1001338,1004527,1002622,12-02-2016 00:43
1001339,1003461,1003697,19-04-2019 20:52
1001340,1002253,1004928,20-05-2020 07:56
1001341,1000034,1003924,24-10-2020 17:14
1001342,1000606,1002896,27-09-2021 17:43
1001343,1000989,1001881,29-03-2021 06:27
1001344,1003009,1004488,22-05-2018 21:09
1001345,1004534,1001754,15-01-2022 17:31
1001346,1004580,1001574,20-01-2017 02:31
1001347,1000343,1001334,28-08-2018 08:39
1001348,1004857,1003281,20-05-2020 01:01
1001349,1000244,1003701,28-09-2019 15:56
1001350,1003705,1002731,13-11-2019 14:20
1001351,1000957,1000241,17-05-2020 21:58
1001352,1004352,1001772,11-09-2019 16:49
1001353,1002552,1003726,11-08-2016 03:33
1001354,1004766,1000705,14-02-2020 02:27
1001355,1002864,1002133,11-12-2015 13:12
1001356,1000893,1002208,24-05-2017 17:05
1001357,1004925,1002320,09-07-2019 10:21
1001358,1003975,1002116,25-03-2021 23:45
1001359,1002139,1002304,20-10-2022 12:55
1001360,1001336,1002288,21-02-2019 10:17
1001361,1003484,1004435,13-05-2020 15:23
1001362,1001595,1002722,09-05-2020 17:05
1001363,1000691,1001416,28-02-2022 20:00
1001364,1001166,1004855,06-01-2021 15:43
1001365,1003808,1002591,23-03-2017 22:14
1001366,1001798,1004334,03-04-2017 01:45
1001367,1001897,1003832,04-07-2016 19:07
1001368,1001892,1004268,19-05-2021 22:45
1001369,1003512,1003702,09-04-2019 07:29
1001370,1004460,1003470,26-12-2020 00:18
1001371,1003992,1001666,30-09-2021 18:15
1001372,1004677,1004173,17-09-2022 07:44
1001373,1000202,1003487,23-02-2018 11:55
1001374,1000427,1000962,15-12-2020 06:57
1001375,1002547,1000598,09-06-2018 17:47
1001376,1003296,1003919,01-08-2021 13:37
1001377,1001815,1004557,21-01-2018 02:53
1001378,1000462,1000041,30-01-2017 18:27
1001379,1001585,1003127,11-03-2020 02:34
1001380,1004965,1001296,23-06-2019 12:27
1001381,1000661,1002100,26-08-2016 18:47
1001382,1003358,1002564,01-10-2019 03:04
1001383,1002401,1002016,25-02-2019 17:17
1001384,1004708,1000653,30-10-2017 22:54
1001385,1000014,1003680,01-09-2019 15:41
1001386,1002690,1003338,11-05-2022 12:38
1001387,1000307,1002912,13-01-2016 08:47
1001388,1003856,1004375,01-05-2016 06:36
1001389,1002532,1001336,17-06-2018 06:24
1001390,1001275,1002110,03-04-2017 21:56
1001391,1001610,1000328,29-11-2015 10:05
1001392,1001669,1001813,27-05-2020 04:44
1001393,1004538,1003207,08-12-2021 07:01
1001394,1001650,1000660,20-07-2022 22:58
1001395,1004175,1003644,15-11-2019 02:46
1001396,1002453,1004681,13-04-2022 16:29
1001397,1003204,1003553,02-10-2019 19:34
1001398,1000128,1004924,02-12-2016 07:03
1001399,1003630,1003818,27-08-2021 13:35
1001400,1003090,1002526,01-08-2021 19:38
1001401,1003136,1002425,06-07-2018 17:51
1001402,1002691,1002327,05-10-2021 04:55
1001403,1003420,1003760,14-10-2019 03:24
1001404,1003204,1002914,30-07-2016 10:26
1001405,1004039,1004060,22-03-2020 01:21
1001406,1001341,1000085,24-09-2016 08:25
1001407,1001103,1002498,04-04-2020 16:33
1001408,1000561,1003457,18-07-2017 22:02
1001409,1001830,1002350,02-08-2017 19:21
1001410,1004157,1001532,21-04-2017 21:57
1001411,1000309,1004140,09-09-2018 12:52
1001412,1003395,1000276,22-10-2016 12:36
1001413,1002543,1002814,20-09-2018 17:06
1001414,1000146,1003508,03-09-2017 17:03
1001415,1002204,1001630,07-02-2018 06:35
1001416,1004362,1000328,14-09-2021 21:37
1001417,1003669,1003464,12-05-2019 02:12
1001418,1000233,1004056,20-04-2018 03:15
1001419,1003933,1002641,02-11-2019 11:44
1001420,1003012,1004946,27-08-2021 08:11
1001421,1002969,1000615,14-05-2021 12:31
1001422,1000385,1003965,10-02-2019 19:22
1001423,1004480,1004629,11-12-2015 13:25
1001424,1000357,1000177,08-08-2019 05:58
1001425,1001016,1004312,24-01-2020 01:26
1001426,1001572,1001978,05-11-2016 02:13
1001427,1000283,1004571,24-09-2021 06:16
1001428,1000721,1003081,15-09-2017 07:15
1001429,1001650,1000807,05-02-2022 11:32
1001430,1003290,1003892,09-01-2019 22:20
1001431,1001615,1000160,03-05-2020 02:41
1001432,1003081,1003618,07-04-2020 20:35
1001433,1000301,1003522,29-09-2016 07:45
1001434,1001202,1004148,23-08-2017 21:10
1001435,1000153,1000856,17-04-2020 10:55
1001436,1003171,1001196,31-10-2022 09:44
1001437,1001845,1002359,21-12-2015 17:16
1001438,1000038,1004876,13-10-2016 08:16
1001439,1004546,1003611,07-05-2021 04:38
1001440,1002126,1000300,13-03-2021 23:27
1001441,1004636,1001411,04-06-2016 03:52
1001442,1004775,1000355,15-05-2018 02:36
1001443,1000592,1003424,18-04-2017 02:36
1001444,1001268,1004093,21-03-2021 23:39
1001445,1001721,1004247,30-11-2016 12:36
1001446,1001496,1001567,05-10-2022 03:28
1001447,1001857,1004308,18-03-2016 13:24
1001448,1003564,1000693,29-12-2021 01:36
1001449,1004048,1002265,11-02-2017 11:25
1001450,1000611,1000292,24-05-2018 12:09
1001451,1002707,1000615,12-12-2019 17:50
1001452,1003645,1002578,03-03-2022 00:14
1001453,1003962,1003149,25-04-2016 12:11
1001454,1001507,1000190,29-12-2021 03:14
1001455,1002651,1002489,06-12-2016 16:54
1001456,1000747,1000271,08-01-2018 07:24
1001457,1000778,1001492,26-03-2017 19:54
1001458,1002860,1000516,04-08-2021 02:53
1001459,1003140,1004212,04-12-2019 21:12
1001460,1001486,1004543,19-01-2019 06:40
1001461,1000946,1003588,31-07-2017 19:43
1001462,1001901,1000950,28-05-2018 03:24
1001463,1001248,1004510,25-10-2018 08:49
1001464,1003373,1003844,20-06-2019 14:34
1001465,1000201,1000999,20-04-2018 00:03
1001466,1003538,1004605,02-09-2019 04:17
1001467,1001554,1002360,30-08-2019 06:57
1001468,1001477,1003772,28-01-2019 23:43
1001469,1001906,1003552,30-09-2017 11:33
1001470,1004916,1004854,07-08-2021 11:45
1001471,1003433,1002992,05-01-2020 20:57
1001472,1000230,1002320,08-03-2021 23:11
1001473,1003009,1002614,07-04-2019 00:02
1001474,1003710,1000125,25-10-2017 11:18
1001475,1004870,1001841,12-04-2020 21:47
1001476,1003200,1002087,05-05-2018 15:32
1001477,1002990,1004849,24-04-2022 03:42
1001478,1004689,1004671,16-05-2021 14:49
1001479,1000797,1003036,29-02-2020 02:59
1001480,1001155,1002722,21-08-2018 05:48
1001481,1002397,1004817,20-06-2021 12:56
1001482,1004995,1001208,15-02-2017 03:49
1001483,1003184,1004689,19-05-2021 17:36
1001484,1003542,1000657,17-09-2017 12:11
1001485,1002290,1002443,15-09-2017 23:32
1001486,1004572,1004376,01-05-2018 11:16
1001487,1002282,1000968,04-09-2019 21:51
1001488,1001898,1004272,30-09-2019 11:31
1001489,1001591,1000827,14-01-2021 08:48
1001490,1003913,1003707,29-07-2021 20:56
1001491,1004818,1002095,25-04-2021 17:19
1001492,1000182,1000588,23-04-2016 22:11
1001493,1002418,1000413,18-03-2018 16:34
1001494,1000737,1003360,26-10-2019 03:18
1001495,1002768,1000871,23-08-2016 04:51
1001496,1000356,1000168,19-02-2022 18:58
1001497,1002498,1003328,08-07-2021 02:10
1001498,1002701,1000322,09-08-2017 11:57
1001499,1001322,1001134,02-03-2018 09:14
1001500,1004469,1004872,09-03-2022 21:53
1001501,1002671,1001638,28-06-2017 01:45
1001502,1000452,1001110,29-10-2020 15:06
1001503,1002585,1002606,30-09-2019 01:27
1001504,1004975,1004307,04-08-2019 16:33
1001505,1001935,1004217,19-12-2017 09:39
1001506,1001769,1002757,07-08-2019 13:09
1001507,1003755,1002873,20-01-2018 21:59
1001508,1004114,1000645,02-09-2021 15:03
1001509,1000413,1002381,03-02-2017 23:07
1001510,1001753,1001186,03-06-2022 04:30
1001511,1003928,1002246,08-08-2021 20:55
1001512,1000156,1001113,08-02-2016 12:50
1001513,1002962,1003910,24-05-2017 22:01
1001514,1001731,1000534,27-02-2020 08:07
1001515,1000616,1002493,20-10-2016 21:28
1001516,1003570,1001745,02-01-2017 08:24
1001517,1002399,1002687,05-04-2020 04:26
1001518,1002846,1004456,24-06-2020 06:52
1001519,1003423,1002457,26-08-2022 19:46
1001520,1000847,1001630,08-12-2015 14:11
1001521,1004833,1002840,19-08-2020 03:43
1001522,1003230,1003177,01-10-2021 03:20
1001523,1001952,1001391,25-03-2020 05:01
1001524,1002520,1004671,11-05-2019 06:53
1001525,1001429,1004646,28-07-2022 05:05
1001526,1003026,1001582,17-10-2021 16:23
1001527,1002548,1000143,26-03-2016 02:40
1001528,1001960,1001976,29-09-2017 19:37
1001529,1001043,1000236,17-10-2020 11:18
1001530,1000088,1002051,17-06-2017 20:39
1001531,1002980,1004232,26-02-2018 14:53
1001532,1003334,1000193,16-01-2016 19:44
1001533,1001654,1001426,09-05-2016 19:37
1001534,1001214,1001074,03-10-2019 01:05
1001535,1001581,1003421,22-03-2019 11:45
1001536,1001613,1003824,18-01-2016 20:33
1001537,1004019,1002262,25-01-2016 15:33
1001538,1003839,1001579,30-12-2017 22:14
1001539,1003238,1003373,05-11-2016 22:09
1001540,1002759,1000436,08-01-2016 07:10
1001541,1004421,1002091,10-11-2019 17:06
1001542,1004358,1002600,26-06-2017 20:07
1001543,1000736,1001046,18-05-2020 11:09
1001544,1002660,1000432,16-02-2019 06:45
1001545,1004636,1004769,30-12-2019 00:19
1001546,1004758,1000249,08-12-2017 11:09
1001547,1001920,1003714,08-05-2016 19:14
1001548,1003259,1003783,12-12-2019 00:18
1001549,1001645,1000208,08-02-2019 05:13
1001550,1002416,1002576,19-01-2016 10:42
1001551,1002291,1002737,01-06-2021 03:49
1001552,1002776,1002555,29-08-2020 08:45
1001553,1004038,1001784,01-09-2022 21:06
1001554,1000593,1003925,27-03-2022 03:34
1001555,1002399,1002541,17-04-2017 01:53
1001556,1002679,1001644,24-11-2018 20:38
1001557,1000576,1003400,19-01-2019 21:56
1001558,1002480,1004196,21-02-2022 08:03
1001559,1004569,1004769,16-05-2016 03:20
1001560,1003785,1001582,17-02-2016 01:07
1001561,1000460,1002089,04-10-2022 20:07
1001562,1004436,1003634,18-11-2019 18:25
1001563,1004038,1002855,25-07-2021 15:39
1001564,1003770,1001040,01-12-2019 01:51
1001565,1004392,1002687,19-06-2019 21:56
1001566,1003943,1000424,02-04-2020 10:46
1001567,1003383,1002690,30-01-2020 22:01
1001568,1000988,1003292,09-01-2022 07:16
1001569,1003088,1003692,20-12-2019 12:48
1001570,1000811,1004177,09-02-2021 04:33
1001571,1002128,1002437,21-10-2022 01:58
1001572,1003268,1002970,19-03-2017 08:33
1001573,1004515,1003277,03-06-2017 14:17
1001574,1004318,1001164,25-01-2022 13:24
1001575,1000985,1003078,11-03-2020 00:44
1001576,1002615,1004981,13-06-2016 08:02
1001577,1004245,1003088,15-08-2021 10:46
1001578,1004423,1000731,11-12-2015 13:49
1001579,1001776,1004499,11-09-2018 12:47
1001580,1000945,1000576,08-11-2020 20:05
1001581,1004941,1002986,24-04-2020 13:41
1001582,1000991,1003081,24-09-2017 02:12
1001583,1001855,1000497,14-12-2019 08:53
1001584,1003336,1003869,16-07-2021 02:44
1001585,1004719,1001748,09-10-2019 00:55
1001586,1004455,1001772,22-12-2019 02:00
1001587,1000607,1004784,25-07-2022 17:08
1001588,1001079,1001863,25-03-2019 01:58
1001589,1001277,1000915,22-04-2022 07:44
1001590,1001240,1002726,07-06-2019 20:55
1001591,1004333,1001553,20-02-2022 19:39
1001592,1004062,1003649,02-03-2018 20:30
1001593,1001136,1001395,22-06-2022 12:07
1001594,1003677,1000402,17-08-2021 11:13
1001595,1001905,1004421,30-07-2019 17:54
1001596,1001893,1002864,06-09-2017 03:11
1001597,1003386,1002597,12-08-2021 23:31
1001598,1000201,1003063,21-09-2016 05:23
1001599,1003210,1000321,05-08-2016 20:16
1001600,1000330,1003256,20-04-2016 08:52
1001601,1000715,1004643,08-02-2019 03:31
1001602,1002261,1003901,05-06-2021 02:33
1001603,1000884,1004033,16-07-2021 06:27
1001604,1000721,1000576,07-01-2022 23:13
1001605,1001452,1002109,22-06-2022 09:12
1001606,1002104,1004650,04-05-2020 15:17
1001607,1002539,1000860,30-03-2020 15:36
1001608,1001050,1003344,11-06-2022 20:44
1001609,1002456,1001245,08-01-2021 03:19
1001610,1001184,1003699,04-12-2016 02:20
1001611,1003014,1004998,20-09-2018 19:16
1001612,1001414,1002415,27-06-2018 07:00
1001613,1003691,1002054,31-08-2018 13:47
1001614,1000867,1004772,15-02-2019 08:52
1001615,1000359,1002576,19-03-2021 02:25
1001616,1003167,1004388,27-12-2020 17:08
1001617,1002199,1004378,04-12-2021 20:13
1001618,1001131,1001119,09-07-2020 13:39
1001619,1004110,1001645,05-05-2022 06:30
1001620,1001270,1004500,28-10-2022 11:49
1001621,1001803,1003919,17-09-2018 02:29
1001622,1004057,1003409,07-12-2018 17:17
1001623,1004324,1004928,17-11-2018 10:45
1001624,1001107,1003121,24-08-2020 00:37
1001625,1002755,1000599,28-08-2020 16:11
1001626,1000113,1000345,15-05-2016 13:03
1001627,1003924,1002795,25-10-2016 18:58
1001628,1003829,1002822,01-05-2017 07:28
1001629,1002410,1002932,26-03-2021 19:02
1001630,1000127,1000882,17-03-2019 01:45
1001631,1000775,1003759,24-04-2016 00:14
1001632,1000865,1004025,14-05-2016 12:55
1001633,1004196,1004528,29-08-2016 05:51
1001634,1000352,1001055,27-04-2020 21:12
1001635,1002351,1002361,15-07-2018 08:59
1001636,1001037,1000045,26-08-2022 20:06
1001637,1003320,1003712,02-02-2020 20:27
1001638,1004418,1004739,25-07-2019 14:14
1001639,1000385,1004251,18-10-2021 17:02
1001640,1004560,1002895,02-10-2020 00:57
1001641,1002072,1002007,08-09-2016 02:24
1001642,1000086,1004096,27-03-2016 21:52
1001643,1000213,1002009,27-06-2018 03:59
1001644,1002363,1002412,14-10-2019 04:11
1001645,1002579,1000690,19-11-2018 17:05
1001646,1003525,1004395,28-09-2017 18:58
1001647,1003904,1002022,14-05-2018 02:03
1001648,1003828,1000922,03-12-2018 09:28
1001649,1000218,1003961,04-03-2016 10:43
1001650,1004299,1004278,14-06-2022 11:41
1001651,1003701,1002651,09-09-2020 11:54
1001652,1001646,1003396,19-07-2019 06:47
1001653,1004771,1000566,24-04-2016 08:53
1001654,1000608,1002611,09-04-2022 01:56
1001655,1002180,1003675,05-04-2021 00:59
1001656,1002121,1000119,10-03-2021 20:11
1001657,1003876,1001742,13-01-2018 09:08
1001658,1001495,1001069,30-04-2020 14:39
1001659,1001488,1001006,18-04-2021 08:13
1001660,1002090,1002747,24-01-2018 09:10
1001661,1004016,1004100,30-04-2019 15:30
1001662,1001597,1001184,27-02-2022 08:23
1001663,1003484,1000250,09-07-2022 22:50
1001664,1003725,1003224,29-12-2017 20:57
1001665,1000220,1002723,14-05-2019 14:24
1001666,1002689,1004160,01-05-2018 22:43
1001667,1004197,1000331,21-08-2017 02:39
1001668,1003346,1001909,24-09-2021 05:47
1001669,1003540,1003978,01-11-2021 23:23
1001670,1003147,1002282,11-08-2021 05:13
1001671,1003189,1001437,25-11-2022 02:51
1001672,1004573,1001160,16-07-2017 06:41
1001673,1004637,1001655,05-02-2022 20:21
1001674,1004337,1001806,01-08-2021 20:53
1001675,1004462,1003672,28-01-2017 18:26
1001676,1002546,1003981,11-01-2019 11:50
1001677,1000814,1003373,25-01-2016 17:20
1001678,1004459,1002886,26-05-2022 02:33
1001679,1003325,1002627,23-12-2018 23:46
1001680,1000548,1000277,01-02-2022 22:42
1001681,1004328,1004371,05-03-2018 14:46
1001682,1001532,1000432,06-01-2020 17:14
1001683,1003219,1003658,26-10-2018 14:05
1001684,1000490,1002213,27-08-2022 19:32
1001685,1004829,1001954,07-03-2022 20:07
1001686,1002854,1002835,06-12-2021 19:51
1001687,1002699,1004577,23-02-2020 19:34
1001688,1001128,1004936,20-10-2016 01:51
1001689,1004058,1000623,20-01-2016 04:57
1001690,1003540,1000677,10-06-2021 09:52
1001691,1004192,1000332,14-12-2018 01:31
1001692,1000397,1002369,08-01-2019 06:03
1001693,1000284,1001888,11-03-2018 06:26
1001694,1004528,1002647,20-05-2017 10:37
1001695,1004221,1000828,27-01-2016 04:25
1001696,1001398,1002676,21-12-2020 18:57
1001697,1001570,1001488,17-07-2019 15:20
1001698,1000869,1003939,23-12-2020 14:51
1001699,1002308,1001777,03-05-2016 09:29
1001700,1001903,1003586,17-05-2021 23:39
1001701,1000763,1000527,25-12-2020 07:08
1001702,1004162,1000277,10-07-2020 07:40
1001703,1000889,1003497,01-03-2019 01:00
1001704,1004547,1001429,04-05-2016 10:21
1001705,1003550,1000359,26-08-2020 00:53
1001706,1000863,1004093,27-04-2021 07:27
1001707,1001947,1003790,17-06-2021 16:57
1001708,1002373,1001957,21-06-2020 05:13
1001709,1003148,1001607,27-07-2018 03:24
1001710,1001736,1002874,09-02-2021 03:39
1001711,1003136,1003338,16-04-2018 11:25
1001712,1003699,1004534,19-11-2018 20:56
1001713,1002059,1000932,10-09-2020 14:11
1001714,1000215,1000223,16-03-2017 12:35
1001715,1002311,1003988,18-03-2021 12:24
1001716,1003515,1001470,26-08-2016 16:59
1001717,1000413,1004643,14-06-2018 15:17
1001718,1003737,1004031,06-02-2022 18:16
1001719,1000863,1002134,02-10-2020 22:10
1001720,1004949,1004082,06-11-2021 19:15
1001721,1002178,1000496,02-07-2018 06:18
1001722,1003782,1003125,08-10-2021 18:18
1001723,1001137,1003644,02-09-2016 14:13
1001724,1001648,1004675,22-08-2016 08:57
1001725,1001719,1003178,01-05-2022 05:00
1001726,1002284,1002305,16-06-2020 10:47
1001727,1000086,1003637,14-08-2016 15:50
1001728,1001757,1002769,19-03-2022 17:10
1001729,1002239,1004107,18-09-2016 21:09
1001730,1001622,1001462,22-04-2016 20:24
1001731,1001320,1001469,28-08-2017 07:59
1001732,1002069,1004037,07-11-2021 23:22
1001733,1001984,1001147,20-04-2016 03:51
1001734,1000527,1000803,18-12-2021 00:12
1001735,1001188,1000614,19-12-2019 04:13
1001736,1003886,1001645,01-11-2016 13:02
1001737,1003923,1002459,09-12-2019 16:56
1001738,1002916,1000010,22-09-2020 15:01
1001739,1004568,1000782,15-11-2016 13:18
1001740,1001622,1002307,24-03-2018 02:26
1001741,1004518,1002597,18-04-2018 23:38
1001742,1000248,1001253,15-09-2018 22:35
1001743,1000407,1002877,26-04-2016 01:16
1001744,1000256,1001001,12-12-2018 18:52
1001745,1004040,1003130,02-04-2020 18:07
1001746,1002010,1003836,07-06-2021 18:45
1001747,1002244,1004908,13-04-2017 04:06
1001748,1002331,1003096,24-01-2018 07:51
1001749,1004464,1002994,20-03-2021 14:36
1001750,1003394,1003598,30-01-2016 08:21
1001751,1002183,1001821,21-08-2018 08:29
1001752,1004090,1000077,03-10-2021 22:15
1001753,1004060,1002043,10-01-2016 22:17
1001754,1003334,1002862,28-06-2019 19:19
